,타이틀,링크,회사명,태그,설명,태그1,태그2,태그3,태그4,태그5,태그6,태그7
1950,[격주 4.5일] 아이나비 HW QA(품질 신뢰성 시험) (신입/경력),/Recruit/GI_Read/42670816?rPageCode=SL&logpath=21,팅크웨어㈜,"['경력무관', '대졸↑', '경기성남시', '정규직', '사원급외']","하드웨어, HQA, 펌웨어, 컴퓨터, 검증, 유지보수",경력무관,대졸↑,경기성남시,정규직,사원급외,,
1951,[메이플스토리M] 픽셀아티스트,/Recruit/GI_Read/42664455?rPageCode=SL&logpath=21,㈜넥슨,"['경력', '학력무관', '경기성남시', '정규직']","게임디자인, 애니메이션, 포토샵",경력,학력무관,경기성남시,정규직,,,
1952,[대기업 상주] IT Engineer 신입/경력 모집 (End User Service/Infra),/Recruit/GI_Read/42498206?rPageCode=SL&logpath=2,㈜엠아이티마스,"['경력4년↑', '초대졸↑', '서울송파구외', '정규직', '3,000만원이상', '사원급외']","네트워크관리, 컴퓨터, AS, 유지보수",경력4년↑,초대졸↑,서울송파구외,정규직,"3,000만원이상",사원급외,
1953,[빗썸] 보안운영 담당자,/Recruit/GI_Read/42656516?rPageCode=SL&logpath=21,빗썸코리아,"['경력7년↑', '학력무관', '서울강남구', '정규직']","네트워크관리, 정보보안, 암호화폐",경력7년↑,학력무관,서울강남구,정규직,,,
1954,2023년 경력사원 수시채용(사업전략),/Recruit/GI_Read/42656078?rPageCode=SL&logpath=21,현대IT&E,"['경력', '대졸↑', '서울강남구', '정규직']","SI개발, 시스템운영, 전략기획",경력,대졸↑,서울강남구,정규직,,,
1955,2023년 경력사원 수시채용(인프라(DBA)),/Recruit/GI_Read/42656074?rPageCode=SL&logpath=21,현대IT&E,"['경력', '대졸↑', '서울전지역외', '정규직']","데이터관리, 데이터분석, 시스템운영, 보안관제, 정보보안",경력,대졸↑,서울전지역외,정규직,,,
1956,2023년 경력사원 수시채용(인프라운영(시스템)),/Recruit/GI_Read/42656067?rPageCode=SL&logpath=21,현대IT&E,"['경력', '대졸↑', '서울전지역외', '정규직']","데이터관리, 데이터분석, 시스템운영, 보안관제, 정보보안",경력,대졸↑,서울전지역외,정규직,,,
1957,2023년 경력사원 수시채용(보안(기술보안)),/Recruit/GI_Read/42656055?rPageCode=SL&logpath=21,현대IT&E,"['경력', '대졸↑', '서울전지역외', '정규직']","데이터관리, 데이터분석, 시스템운영, 보안관제, 정보보안",경력,대졸↑,서울전지역외,정규직,,,
1958,2023년 경력사원 수시채용(어플리케이션 개발 및 운영),/Recruit/GI_Read/42656045?rPageCode=SL&logpath=21,현대IT&E,"['경력', '대졸↑', '서울전지역외', '정규직']","데이터관리, 데이터분석, 시스템운영, 보안관제, 정보보안",경력,대졸↑,서울전지역외,정규직,,,
1959,"2023년 경력사원 수시채용(웹/모바일 개발/운영, 보안, 인프라)",/Recruit/GI_Read/42656025?rPageCode=SL&logpath=21,현대IT&E,"['경력', '대졸↑', '서울전지역외', '정규직']","데이터관리, 데이터분석, 시스템운영, 보안관제, 정보보안",경력,대졸↑,서울전지역외,정규직,,,
1960,2023년 신입사원 수시채용(보안),/Recruit/GI_Read/42656011?rPageCode=SL&logpath=21,현대IT&E,"['신입', '대졸↑', '서울전지역외', '정규직']","시스템운영, 보안관리, 기술보안, 네트워크관리, 정보보안",신입,대졸↑,서울전지역외,정규직,,,
1961,보훈/장애인 신입/경력 상시채용(기타),/Recruit/GI_Read/42655946?rPageCode=SL&logpath=21,신세계디에프,"['신입·경력', '전국', '정규직외']","경영관리, 영업기획, 그래픽디자인, 세무, 재무회계, 프로모션, 상품관리, UI·UX기획, 고객응대, 상품기획, IR",신입·경력,전국,정규직외,,,,
1962,보훈/장애인 신입/경력 상시채용(고객접점),/Recruit/GI_Read/42655934?rPageCode=SL&logpath=21,신세계디에프,"['신입·경력', '전국', '정규직외']","경영관리, 영업기획, 그래픽디자인, 세무, 재무회계, 프로모션, 상품관리, UI·UX기획, 고객응대, 상품기획, IR",신입·경력,전국,정규직외,,,,
1963,보훈/장애인 신입/경력 상시채용(사무지원),/Recruit/GI_Read/42655923?rPageCode=SL&logpath=21,신세계디에프,"['신입·경력', '전국', '정규직외']","경영관리, 영업기획, 그래픽디자인, 세무, 재무회계, 프로모션, 상품관리, UI·UX기획, 고객응대, 상품기획, IR",신입·경력,전국,정규직외,,,,
1964,보훈/장애인 신입/경력 상시채용,/Recruit/GI_Read/42655914?rPageCode=SL&logpath=21,신세계디에프,"['신입·경력', '전국', '정규직외']","경영관리, 영업기획, 그래픽디자인, 세무, 재무회계, 프로모션, 상품관리, UI·UX기획, 고객응대, 상품기획, IR",신입·경력,전국,정규직외,,,,
1965,"[위메이드 전기아이피-미르의 전설2,3] 게임 기획(인턴)",/Recruit/GI_Read/42650784?rPageCode=SL&logpath=21,위메이드,"['경력무관', '학력무관', '경기성남시', '인턴', '팀원']",게임기획,경력무관,학력무관,경기성남시,인턴,팀원,,
1966,"[드림씨아이에스]Front End,Java 개발자 및 QA 채용",/Recruit/GI_Read/42650776?rPageCode=SL&logpath=21,㈜드림씨아이에스,"['신입·경력5년↑', '초대졸↑', '서울종로구', '정규직']",Java,신입·경력5년↑,초대졸↑,서울종로구,정규직,,,
1967,[글로벌보안본부] PC 게임핵 분석 대응 담당자,/Recruit/GI_Read/42648845?rPageCode=SL&logpath=21,㈜넥슨,"['경력무관', '학력무관', '경기성남시', '정규직']",정보보안,경력무관,학력무관,경기성남시,정규직,,,
1968,[엔씨소프트][PROJECT G] 3D 애니메이터 모집,/Recruit/GI_Read/42648680?rPageCode=SL&logpath=21,㈜엔씨소프트,"['경력2년↑', '학력무관', '경기성남시', '정규직', '사원급외']","게임소프트웨어, 콘솔게임, 아케이드게임, RPG, 게임디자인, 게임시나리오, 게임기획, 게임운영관리, 애니메이션, 웹게임, Java게임, 게임개발, 베타테스터, 3D온라인게임, 퍼블리싱, 모션그래픽",경력2년↑,학력무관,경기성남시,정규직,사원급외,,
1969,[엔씨소프트][단기계약직] 언어 데이터 구축 및 처리를 위한 어시스턴트 모집,/Recruit/GI_Read/42648195?rPageCode=SL&logpath=21,㈜엔씨소프트,"['신입·경력', '대졸↑', '경기성남시', '계약직', '사원급외']","게임소프트웨어, 콘솔게임, 아케이드게임, RPG, 게임디자인, 게임시나리오, 게임기획, 게임운영관리, 데이터구축, 데이터분석, 웹게임, Java게임, 게임개발, 베타테스터, 언어공학, 3D온라인게임, 퍼블리싱, 모션그래픽",신입·경력,대졸↑,경기성남시,계약직,사원급외,,
1970,[엔씨소프트][AION2] 라이팅 아티스트 모집,/Recruit/GI_Read/42647983?rPageCode=SL&logpath=21,㈜엔씨소프트,"['경력4년↑', '학력무관', '경기성남시', '정규직', '사원급외']","게임소프트웨어, 콘솔게임, 아케이드게임, RPG, 게임디자인, 게임시나리오, 게임기획, 게임운영관리, 웹게임, Java게임, MMORPG, 캐릭터라이팅, 게임개발, 베타테스터, 3D온라인게임, 퍼블리싱, 모션그래픽",경력4년↑,학력무관,경기성남시,정규직,사원급외,,
1971,[웹젠/신규 모바일(MMORPG)] 국내GM(신입/경력),/Recruit/GI_Read/42644643?rPageCode=SL&logpath=21,㈜웹젠,"['신입·경력2년↑', '학력무관', '경기성남시', '정규직']","게임소프트웨어, 모니터링, 사이트관리, 게임마케팅, 고객대응, GM, 수집형RPG, 게임디자인, 프로모션, RPG, 게임기획, 게임개발, voc, 이벤트기획",신입·경력2년↑,학력무관,경기성남시,정규직,,,
1972,리눅스 엔지니어(게임 플랫폼),/Recruit/GI_Read/42643896?rPageCode=SL&logpath=21,위메이드,"['경력5년↑', '학력무관', '경기성남시', '정규직']","서버구축, 클라우드개발자",경력5년↑,학력무관,경기성남시,정규직,,,
1973,게임사업PM(소셜카지노게임),/Recruit/GI_Read/42642898?rPageCode=SL&logpath=21,위메이드,"['경력5년↑', '학력무관', '경기성남시', '정규직']","사업기획, 신사업기획, 전략기획, MMORPG",경력5년↑,학력무관,경기성남시,정규직,,,
1974,[기술본부] 사내 시스템 엔지니어,/Recruit/GI_Read/42642523?rPageCode=SL&logpath=21,㈜넥슨,"['경력', '학력무관', '경기성남시', '정규직']",시스템운영,경력,학력무관,경기성남시,정규직,,,
1975,[인턴][개발]프론트개발(React) 개발자 채용,/Recruit/GI_Read/42641289?rPageCode=SL&logpath=21,㈜해커스어학원,"['신입', '학력무관', '서울서초구', '인턴']","안드로이드, iOS 앱 개발, SWIFT, 모바일, iOS 앱개발, React, 모바일App, SI개발, 모바일개발, 아키텍처, 앱개발, IOS, 핀테크, 메타버스",신입,학력무관,서울서초구,인턴,,,
1976,[빗썸] 통합관제,/Recruit/GI_Read/42640908?rPageCode=SL&logpath=21,빗썸코리아,"['경력', '학력무관', '서울강남구', '정규직']",보안관제,경력,학력무관,서울강남구,정규직,,,
1977,[웹젠] 플랫폼QA(경력),/Recruit/GI_Read/42639989?rPageCode=SL&logpath=21,㈜웹젠,"['경력2년↑', '학력무관', '경기성남시', '정규직']","게임소프트웨어, 게임마케팅, 테스터, 플랫폼QA, 게임디자인, ISTQB, 게임기획, MMORPG, CSTS, 플랫폼솔루션, 게임개발, 검증",경력2년↑,학력무관,경기성남시,정규직,,,
1978,[글로벌보안본부] 웹 플랫폼 개발자,/Recruit/GI_Read/42626149?rPageCode=SL&logpath=21,㈜넥슨,"['경력3년↑', '학력무관', '경기성남시', '정규직']","서비스운영, 서비스개발, RDBMS",경력3년↑,학력무관,경기성남시,정규직,,,
1979,"Cloud Platform (백엔드, 프론트엔드 등) 채용",/Recruit/GI_Read/42625437?rPageCode=SL&logpath=21,메가존클라우드㈜,"['신입·경력', '학력무관', '서울강남구', '정규직']","솔루션, frontend, 소프트웨어개발",신입·경력,학력무관,서울강남구,정규직,,,
1980,AWS Managed Service (Enterprise Cloud Engineer) 채용,/Recruit/GI_Read/42625356?rPageCode=SL&logpath=21,메가존클라우드㈜,"['경력2년↑', '학력무관', '서울강남구', '정규직']","K8s, 솔루션, AWS, 소프트웨어개발, Cloud, Cloud Engineer",경력2년↑,학력무관,서울강남구,정규직,,,
1981,Strategic Tech 부문 (PM/AA) 채용,/Recruit/GI_Read/42625335?rPageCode=SL&logpath=21,메가존클라우드㈜,"['경력무관', '학력무관', '서울강남구', '정규직']","네트워크관리, 솔루션영업, 솔루션, 시스템영업, PM, 기술영업, 솔루션스아키텍트, 클라우드개발자, 기술지원, 네트워크영업, 클라우드아키텍트, 소프트웨어개발",경력무관,학력무관,서울강남구,정규직,,,
1982,[NHN Bugs] Android 앱개발 경력 채용,/Recruit/GI_Read/42625312?rPageCode=SL&logpath=21,(주)NHN벅스,"['경력5년↑', '학력무관', '서울강남구', '정규직']","Android, 앱개발",경력5년↑,학력무관,서울강남구,정규직,,,
1983,Strategic Tech 부문 (Cloud Architect/Application Architect),/Recruit/GI_Read/42625305?rPageCode=SL&logpath=21,메가존클라우드㈜,"['경력무관', '학력무관', '서울강남구', '정규직']","솔루션, 시스템운영, 시스템분석, 시스템설계, 소프트웨어개발",경력무관,학력무관,서울강남구,정규직,,,
1984,[NHN Bugs] 벅스/티켓링크 웹개발(Front-End) 경력 채용,/Recruit/GI_Read/42625283?rPageCode=SL&logpath=21,(주)NHN벅스,"['경력', '학력무관', '서울강남구', '정규직']","Front-end, React",경력,학력무관,서울강남구,정규직,,,
1985,R&D GUI (C#) 개발자,/Recruit/GI_Read/42620073?rPageCode=SL&logpath=21,㈜루트로닉,"['경력3년↑', '대졸↑', '경기고양시외', '정규직']","GUI, GUI, 의료기기, GUI",경력3년↑,대졸↑,경기고양시외,정규직,,,
1986,[NHN FashionGo KOREA] 패션고 서비스 백엔드 개발,/Recruit/GI_Read/42618432?rPageCode=SL&logpath=21,엔에이치엔㈜,"['경력3년↑', '학력무관', '경기성남시', '정규직']","모바일앱개발, 솔루션, 소프트웨어개발",경력3년↑,학력무관,경기성남시,정규직,,,
1987,[NHN FashionGo korea] Front-End 개발,/Recruit/GI_Read/42618426?rPageCode=SL&logpath=21,엔에이치엔㈜,"['경력3년↑', '학력무관', '경기성남시', '정규직']","모바일앱개발, 솔루션, 소프트웨어개발",경력3년↑,학력무관,경기성남시,정규직,,,
1988,[NHN] TOAST CAM 앱 개발,/Recruit/GI_Read/42618338?rPageCode=SL&logpath=21,엔에이치엔㈜,"['경력2년↑', '학력무관', '경기성남시', '정규직']","모바일앱개발, 솔루션, 소프트웨어개발",경력2년↑,학력무관,경기성남시,정규직,,,
1989,[NHN] TOAST CAM 프론트엔드 개발,/Recruit/GI_Read/42618311?rPageCode=SL&logpath=21,엔에이치엔㈜,"['경력3년↑', '학력무관', '경기성남시', '정규직']","모바일앱개발, 솔루션, 소프트웨어개발",경력3년↑,학력무관,경기성남시,정규직,,,
1990,[NHN] 결제 플랫폼 서비스 개발,/Recruit/GI_Read/42618132?rPageCode=SL&logpath=21,엔에이치엔㈜,"['경력5년↑', '학력무관', '경기성남시', '정규직']","모바일앱개발, 솔루션, 소프트웨어개발",경력5년↑,학력무관,경기성남시,정규직,,,
1991,[인텔리전스랩스] 미디어개발팀 백엔드 개발자 (Java),/Recruit/GI_Read/42617681?rPageCode=SL&logpath=21,㈜넥슨,"['경력3년↑', '학력무관', '경기성남시', '정규직']","서비스운영, 서버관리, 네트워크관리, 서비스개발, Java",경력3년↑,학력무관,경기성남시,정규직,,,
1992,[NICE페이먼츠] 23년 IT 경력 상시 채용,/Recruit/GI_Read/42617530?rPageCode=SL&logpath=21,NICE페이먼츠㈜,"['신입·경력1년↑', '대졸↑', '서울마포구', '정규직']",클라이언트,신입·경력1년↑,대졸↑,서울마포구,정규직,,,
1993,[대기업 상주] IT Engineer 신입/경력 모집 (End User Service/Infra),/Recruit/GI_Read/42498206?rPageCode=SL&logpath=2,㈜엠아이티마스,"['경력4년↑', '초대졸↑', '서울송파구외', '정규직', '3,000만원이상', '사원급외']","네트워크관리, 컴퓨터, AS, 유지보수",경력4년↑,초대졸↑,서울송파구외,정규직,"3,000만원이상",사원급외,
1994,[NICE페이먼츠] PG서비스 개발 경력 모집,/Recruit/GI_Read/42617509?rPageCode=SL&logpath=21,NICE페이먼츠㈜,"['경력3년↑', '대졸↑', '서울마포구', '정규직']","GUI, 인터페이스, 반응형웹",경력3년↑,대졸↑,서울마포구,정규직,,,
1995,[인텔리전스랩스] 데이터 분석가 (서비스 분석),/Recruit/GI_Read/42613229?rPageCode=SL&logpath=21,㈜넥슨,"['경력무관', '학력무관', '경기성남시', '정규직']",데이터분석,경력무관,학력무관,경기성남시,정규직,,,
1996,각 경력 구성원 상시 채용 (경영/사업 포지션 - 경영/사업 인재 DB),/Recruit/GI_Read/42611887?rPageCode=SL&logpath=21,에스케이엠앤서비스,"['경력', '서울중구', '정규직외']","데이터분석, 서비스 개발, iOS Native 앱 개발, 서버관리, 사업기획, UI·UX기획, Application 개발/운영, 마케팅/MD/영업/사업 운영, 정보보안, 자금·구매/법무·윤리경영, 서비스기획, 안드로이드 앱 개발, 경영기획, 인사/재무·회계",경력,서울중구,정규직외,,,,
1997,각 경력 구성원 상시 채용 (경영/사업 포지션 - Business(기획/마케팅/영업/운영)),/Recruit/GI_Read/42611880?rPageCode=SL&logpath=21,에스케이엠앤서비스,"['경력', '서울중구', '정규직외']","데이터분석, 서비스 개발, iOS Native 앱 개발, 서버관리, 사업기획, UI·UX기획, Application 개발/운영, 마케팅/MD/영업/사업 운영, 정보보안, 자금·구매/법무·윤리경영, 서비스기획, 안드로이드 앱 개발, 경영기획, 인사/재무·회계",경력,서울중구,정규직외,,,,
1998,각 경력 구성원 상시 채용 (경영/사업 포지션 - Corp.Mgmt(경영관리)),/Recruit/GI_Read/42611871?rPageCode=SL&logpath=21,에스케이엠앤서비스,"['경력', '서울중구', '정규직외']","데이터분석, 서비스 개발, iOS Native 앱 개발, 서버관리, 사업기획, UI·UX기획, Application 개발/운영, 마케팅/MD/영업/사업 운영, 정보보안, 자금·구매/법무·윤리경영, 서비스기획, 안드로이드 앱 개발, 경영기획, 인사/재무·회계",경력,서울중구,정규직외,,,,
1999,각 경력 구성원 상시 채용 (Tech 포지션 - 개발 인재 DB),/Recruit/GI_Read/42611861?rPageCode=SL&logpath=21,에스케이엠앤서비스,"['경력', '서울중구', '정규직외']","데이터분석, 서비스 개발, iOS Native 앱 개발, 서버관리, 사업기획, UI·UX기획, Application 개발/운영, 마케팅/MD/영업/사업 운영, 정보보안, 자금·구매/법무·윤리경영, 서비스기획, 안드로이드 앱 개발, 경영기획, 인사/재무·회계",경력,서울중구,정규직외,,,,
2000,각 경력 구성원 상시 채용 (Tech 포지션 - 개발/운영),/Recruit/GI_Read/42611849?rPageCode=SL&logpath=21,에스케이엠앤서비스,"['경력', '서울중구', '정규직외']","데이터분석, 서비스 개발, iOS Native 앱 개발, 서버관리, 사업기획, UI·UX기획, Application 개발/운영, 마케팅/MD/영업/사업 운영, 정보보안, 자금·구매/법무·윤리경영, 서비스기획, 안드로이드 앱 개발, 경영기획, 인사/재무·회계",경력,서울중구,정규직외,,,,
2001,각 경력 구성원 상시 채용 (Tech 포지션 - Native(iOS)),/Recruit/GI_Read/42611845?rPageCode=SL&logpath=21,에스케이엠앤서비스,"['경력', '서울중구', '정규직외']","데이터분석, 서비스 개발, iOS Native 앱 개발, 서버관리, 사업기획, UI·UX기획, Application 개발/운영, 마케팅/MD/영업/사업 운영, 정보보안, 자금·구매/법무·윤리경영, 서비스기획, 안드로이드 앱 개발, 경영기획, 인사/재무·회계",경력,서울중구,정규직외,,,,
2002,각 경력 구성원 상시 채용 (Tech 포지션 - Native(안드로이드)),/Recruit/GI_Read/42611840?rPageCode=SL&logpath=21,에스케이엠앤서비스,"['경력', '서울중구', '정규직외']","데이터분석, 서비스 개발, iOS Native 앱 개발, 서버관리, 사업기획, UI·UX기획, Application 개발/운영, 마케팅/MD/영업/사업 운영, 정보보안, 자금·구매/법무·윤리경영, 서비스기획, 안드로이드 앱 개발, 경영기획, 인사/재무·회계",경력,서울중구,정규직외,,,,
2003,각 경력 구성원 상시 채용 (Tech 포지션 - 웹풀스택),/Recruit/GI_Read/42611828?rPageCode=SL&logpath=21,에스케이엠앤서비스,"['경력', '서울중구', '정규직외']","데이터분석, 서비스 개발, iOS Native 앱 개발, 서버관리, 사업기획, UI·UX기획, Application 개발/운영, 마케팅/MD/영업/사업 운영, 정보보안, 자금·구매/법무·윤리경영, 서비스기획, 안드로이드 앱 개발, 경영기획, 인사/재무·회계",경력,서울중구,정규직외,,,,
2004,각 경력 구성원 상시 채용 (Tech 포지션 - 서버/백앤드),/Recruit/GI_Read/42611816?rPageCode=SL&logpath=21,에스케이엠앤서비스,"['경력', '서울중구', '정규직외']","데이터분석, 서비스 개발, iOS Native 앱 개발, 서버관리, 사업기획, UI·UX기획, Application 개발/운영, 마케팅/MD/영업/사업 운영, 정보보안, 자금·구매/법무·윤리경영, 서비스기획, 안드로이드 앱 개발, 경영기획, 인사/재무·회계",경력,서울중구,정규직외,,,,
2005,각 경력 구성원 상시 채용,/Recruit/GI_Read/42611809?rPageCode=SL&logpath=21,에스케이엠앤서비스,"['경력', '서울중구', '정규직외']","데이터분석, 서비스 개발, iOS Native 앱 개발, 서버관리, 사업기획, UI·UX기획, Application 개발/운영, 마케팅/MD/영업/사업 운영, 정보보안, 자금·구매/법무·윤리경영, 서비스기획, 안드로이드 앱 개발, 경영기획, 인사/재무·회계",경력,서울중구,정규직외,,,,
2006,[격주 4.5일] 아이나비 SW품질 QA SW TEST (신입/경력),/Recruit/GI_Read/42605962?rPageCode=SL&logpath=21,팅크웨어㈜,"['경력무관', '대졸↑', '경기성남시', '정규직', '사원급외']","품질보증, SQA, 하드웨어, 펌웨어, 컴퓨터, 유지보수",경력무관,대졸↑,경기성남시,정규직,사원급외,,
2007,[격주 4.5일] 아이나비 전장 SW 연구개발 (신입/경력),/Recruit/GI_Read/42605949?rPageCode=SL&logpath=21,팅크웨어㈜,"['신입·경력3년↑', '대졸↑', '경기성남시', '정규직']","펌웨어, 하드웨어, 펌웨어, 컴퓨터, AS, 유지보수",신입·경력3년↑,대졸↑,경기성남시,정규직,,,
2008,[프로젝트 Nakwon] 서버 프로그래머(경력),/Recruit/GI_Read/42605633?rPageCode=SL&logpath=21,㈜넥슨,"['경력5년↑', '학력무관', '경기성남시', '정규직']","서버관리, 시스템설계, 아키텍처",경력5년↑,학력무관,경기성남시,정규직,,,
2009,SK(주) C&C 자회사 Digital Factory(배터리) 공정물류 자동화 제어/개발(MCS/CIM개발) 전문가 영입,/Recruit/GI_Read/42605509?rPageCode=SL&logpath=21,㈜에스엠코어,"['경력3년↑', '학력무관', '서울마포구', '정규직']","기계, 시스템운영, 자동화설비, 네트워크관리, 기계설계, 서버구축",경력3년↑,학력무관,서울마포구,정규직,,,
2010,국책 사업 프로젝트 계약직 채용(PMO),/Recruit/GI_Read/42605335?rPageCode=SL&logpath=21,㈜케이티클라우드,"['경력', '초대졸↑', '서울강남구', '계약직']","PMO, PM, 솔루션스아키텍트, IT인프라TA",경력,초대졸↑,서울강남구,계약직,,,
2011,국책 사업 프로젝트 계약직 채용(IT인프라TA),/Recruit/GI_Read/42605325?rPageCode=SL&logpath=21,㈜케이티클라우드,"['경력', '초대졸↑', '서울강남구', '계약직']","PMO, PM, 솔루션스아키텍트, IT인프라TA",경력,초대졸↑,서울강남구,계약직,,,
2012,국책 사업 프로젝트 계약직 채용,/Recruit/GI_Read/42605297?rPageCode=SL&logpath=21,㈜케이티클라우드,"['경력', '초대졸↑', '서울강남구', '계약직']","PMO, PM, 솔루션스아키텍트, IT인프라TA",경력,초대졸↑,서울강남구,계약직,,,
2013,[번개장터] iOS Developer 채용,/Recruit/GI_Read/42604434?rPageCode=SL&logpath=21,번개장터,"['경력3년↑', '학력무관', '서울서초구', '정규직']","B2C, 전자상거래, 쇼핑몰, 오픈마켓",경력3년↑,학력무관,서울서초구,정규직,,,
2014,"스마트 컨트랙트 개발(DeFi / Lending, Crypto Dollar, DEX)",/Recruit/GI_Read/42602909?rPageCode=SL&logpath=21,위메이드,"['경력1년↑', '학력무관', '경기성남시', '정규직', '팀원']","암호화폐, 스마트컨트랙트",경력1년↑,학력무관,경기성남시,정규직,팀원,,
2015,"프론트엔드 개발(DeFi / Lending, Crypto Dollar, DEX)",/Recruit/GI_Read/42602837?rPageCode=SL&logpath=21,㈜위메이드,"['경력3년↑', '학력무관', '경기성남시', '정규직']","암호화폐, Defi",경력3년↑,학력무관,경기성남시,정규직,,,
2016,"백엔드 개발(DeFi / Lending, Crypto Dollar, DEX)",/Recruit/GI_Read/42602778?rPageCode=SL&logpath=21,㈜위메이드,"['경력무관', '학력무관', '경기성남시', '정규직']","암호화폐, Defi",경력무관,학력무관,경기성남시,정규직,,,
2017,[Tmaxsoft] 해외부문 SaaS 연구/개발,/Recruit/GI_Read/42602554?rPageCode=SL&logpath=21,㈜티맥스소프트,"['신입·경력1년↑', '대졸↑', '경기성남시', '정규직']","BigData, 솔루션, SI, ERP, 소프트웨어개발",신입·경력1년↑,대졸↑,경기성남시,정규직,,,
2018,[라이브본부] 개발 PM,/Recruit/GI_Read/42601231?rPageCode=SL&logpath=21,㈜넥슨,"['경력무관', '학력무관', '경기성남시', '정규직']","공정관리, PM, 조직문화",경력무관,학력무관,경기성남시,정규직,,,
2019,[한진정보통신] 대한항공 프로젝트 Backend 개발자 모집,/Recruit/GI_Read/42598960?rPageCode=SL&logpath=21,한진정보통신㈜,"['경력5년↑', '대졸↑', '서울강서구', '계약직']","SM, SI개발, 솔루션, ERP, 소프트웨어개발",경력5년↑,대졸↑,서울강서구,계약직,,,
2020,[인텔리전스랩스] 리서치 사이언티스트 (NLP),/Recruit/GI_Read/42598300?rPageCode=SL&logpath=21,㈜넥슨,"['경력무관', '학력무관', '경기성남시', '정규직']",자연어처리(NLP),경력무관,학력무관,경기성남시,정규직,,,
2021,[메이플스토리 유니버스] 웹 서비스 UX/UI 디자이너,/Recruit/GI_Read/42598278?rPageCode=SL&logpath=21,㈜넥슨,"['경력3년↑', '학력무관', '경기성남시', '정규직']","CSS, 반응형웹, HTML, UI·UX기획",경력3년↑,학력무관,경기성남시,정규직,,,
2022,[인텔리전스랩스] 마케팅컨텐츠개발팀 백엔드 개발자 (Java),/Recruit/GI_Read/42598227?rPageCode=SL&logpath=21,㈜넥슨,"['경력', '학력무관', '경기성남시', '정규직']","AWS, Java, API, HTTP",경력,학력무관,경기성남시,정규직,,,
2023,[토스] Financial System Engineer,/Recruit/GI_Read/42596575?rPageCode=SL&logpath=21,㈜비바리퍼블리카,"['경력5년↑', '학력무관', '서울강남구', '정규직']","데이터관리, 핀테크",경력5년↑,학력무관,서울강남구,정규직,,,
2024,삼양식품(주) IT운영팀 인사/그룹웨어담당 경력직 채용,/Recruit/GI_Read/42592029?rPageCode=SL&logpath=21,삼양식품㈜,"['경력2년↑', '대졸↑', '서울성북구', '정규직']","건강식품, 식품가공",경력2년↑,대졸↑,서울성북구,정규직,,,
2025,삼양식품(주) IT운영팀 PLM담당 경력직 채용,/Recruit/GI_Read/42592006?rPageCode=SL&logpath=21,삼양식품㈜,"['경력3년↑', '대졸↑', '서울성북구', '정규직']","건강식품, 식품가공",경력3년↑,대졸↑,서울성북구,정규직,,,
2026,Asset Manager 분을 모십니다.,/Recruit/GI_Read/42591612?rPageCode=SL&logpath=21,㈜비바리퍼블리카,"['경력무관', '학력무관', '서울강남구', '정규직']","거래처관리, 시스템운영, 하드웨어, 거래선개발관리, 자산관리",경력무관,학력무관,서울강남구,정규직,,,
2027,IT Planning Manager 분을 모십니다.,/Recruit/GI_Read/42591682?rPageCode=SL&logpath=21,㈜비바리퍼블리카,"['경력무관', '학력무관', '서울강남구', '정규직']","정보통신·IT, 하드웨어",경력무관,학력무관,서울강남구,정규직,,,
2028,삼양식품(주) IT기획팀 IT기획담당 경력직 채용,/Recruit/GI_Read/42591121?rPageCode=SL&logpath=21,삼양식품㈜,"['경력3년↑', '대졸↑', '서울성북구', '정규직']","건강식품, 식품가공",경력3년↑,대졸↑,서울성북구,정규직,,,
2029,"DR부문(PreSales, Technical Architect, Cloud Engingeer)채용",/Recruit/GI_Read/42587758?rPageCode=SL&logpath=21,메가존클라우드㈜,"['경력2년↑', '학력무관', '서울강남구', '정규직']","네트워크관리, 솔루션, 솔루션스아키텍트, 클라우드개발자, 네트워크관리, 정보보안, 클라우드아키텍트, DR, 소프트웨어개발",경력2년↑,학력무관,서울강남구,정규직,,,
2030,[인텔리전스랩스] 리서치 사이언티스트 (Computer Vision),/Recruit/GI_Read/42582726?rPageCode=SL&logpath=21,㈜넥슨,"['경력무관', '학력무관', '경기성남시', '정규직']","ChatGPT, 선행기술",경력무관,학력무관,경기성남시,정규직,,,
2031,[인텔리전스랩스] 리서치 사이언티스트 (예측 모델링),/Recruit/GI_Read/42582714?rPageCode=SL&logpath=21,㈜넥슨,"['경력2년↑', '학력무관', '경기성남시', '정규직']",분석모델링,경력2년↑,학력무관,경기성남시,정규직,,,
2032,[인텔리전스랩스] 리서치 사이언티스트 (생성 AI),/Recruit/GI_Read/42582697?rPageCode=SL&logpath=21,㈜넥슨,"['경력무관', '학력무관', '경기성남시', '정규직']","딥러닝, 인공지능, AI",경력무관,학력무관,경기성남시,정규직,,,
2033,[대기업 상주] IT Engineer 신입/경력 모집 (End User Service/Infra),/Recruit/GI_Read/42498206?rPageCode=SL&logpath=2,㈜엠아이티마스,"['경력4년↑', '초대졸↑', '서울송파구외', '정규직', '3,000만원이상', '사원급외']","네트워크관리, 컴퓨터, AS, 유지보수",경력4년↑,초대졸↑,서울송파구외,정규직,"3,000만원이상",사원급외,
