,타이틀,링크,회사명,태그,설명,태그1,태그2,태그3,태그4,태그5,태그6,태그7
1311,"정자동/정규직 SK계열사 사내PC 자산관리(사무담당,엑셀가능자) 모집",/Recruit/GI_Read/42803793?rPageCode=SL&logpath=2,㈜제이엠피코리아,"['신입·경력', '학력무관', '경기성남시외', '정규직', '206만원이상(월)', '사원급외']","A·S수리, 기술지원, 설치, PC유지보수, 네트워크관리, OA, 아웃소싱, 유지보수",신입·경력,학력무관,경기성남시외,정규직,206만원이상(월),사원급외,
1312,(주)웅진 JAVA기반 서비스 개발 경력사원 채용,/Recruit/GI_Read/42906483?rPageCode=SL&logpath=21,㈜웅진,"['경력7년↑', '학력무관', '서울중구', '정규직', '주임~대리급외']","JavaScript, SI개발, MSA, angular, JPA, vue.js, react.js, SPRING",경력7년↑,학력무관,서울중구,정규직,주임~대리급외,,
1313,신입 정보보안컨설팅분야 정규직 채용,/Recruit/GI_Read/42904916?rPageCode=SL&logpath=21,이리오넷㈜,"['신입', '학력무관', '서울중랑구', '정규직', '사원급외']","정보보안, 보안컨설팅, 정보보안",신입,학력무관,서울중랑구,정규직,사원급외,,
1314,[시원스쿨] 웹/앱기획자 채용,/Recruit/GI_Read/42903638?rPageCode=SL&logpath=21,에스제이더블유인터내셔널,"['경력2년↑', '초대졸↑', '서울영등포구', '정규직']","웹표준·웹접근성, 앱기획, 앱기획, UI·UX기획, 서비스기획",경력2년↑,초대졸↑,서울영등포구,정규직,,,
1315,크라우드 워커(자율주행 비포장 도로 데이터 수집),/Recruit/GI_Read/42896252?rPageCode=SL&logpath=21,㈜에스디시스템,"['경력무관', '초대졸↑', '경기성남시', '계약직외', '', '9,620원(시)']",유지보수,경력무관,초대졸↑,경기성남시,계약직외,,"9,620원(시)",
1316,(주)리드코프 및 그룹사(자회사) 전산팀 보안인프라파트 채용,/Recruit/GI_Read/42906767?rPageCode=SL&logpath=21,㈜리드코프,"['경력3년↑', '대졸↑', '서울중구', '정규직외', '', '주임~대리급']","캐피탈, 방화벽, 네트워크관리, 정보보안",경력3년↑,대졸↑,서울중구,정규직외,,주임~대리급,
1317,빅데이터/AI 솔루션 개발자 - 신입/경력 모집,/Recruit/GI_Read/42899113?rPageCode=SL&logpath=21,㈜이씨마이너,"['신입·경력', '대졸↑', '서울강남구', '정규직', '3,500만원이상']","빅데이터, 솔루션, 인공지능, 소프트웨어개발",신입·경력,대졸↑,서울강남구,정규직,"3,500만원이상",,
1318,[시원스쿨] 앱개발(안드로이드) 담당자 채용,/Recruit/GI_Read/42903647?rPageCode=SL&logpath=21,에스제이더블유인터내셔널,"['경력무관', '학력무관', '서울영등포구', '정규직', '팀원']","SWIFT, Objective C, 앱개발",경력무관,학력무관,서울영등포구,정규직,팀원,,
1319,[시원스쿨] 웹퍼블리셔 채용,/Recruit/GI_Read/42903659?rPageCode=SL&logpath=21,에스제이더블유인터내셔널,"['경력5년↑', '학력무관', '서울영등포구', '정규직', '팀원']","GIT, 웹개발",경력5년↑,학력무관,서울영등포구,정규직,팀원,,
1320,프론트 개발자 채용(의료진 Web 개발 및 운영),/Recruit/GI_Read/42899983?rPageCode=SL&logpath=21,레몬헬스케어,"['경력1년↑', '학력무관', '서울금천구', '정규직', '사원급외']","모바일앱개발, SM, 솔루션, SI, 소프트웨어개발",경력1년↑,학력무관,서울금천구,정규직,사원급외,,
1321,[티시아이티] 정보시스템 개발 및 유지보수,/Recruit/GI_Read/42902597?rPageCode=SL&logpath=21,태창철강㈜,"['경력무관', '초대졸↑', '대구달서구외', '정규직']",소프트웨어개발,경력무관,초대졸↑,대구달서구외,정규직,,,
1322,NHN KCP 온라인 결제 서비스 기능 테스트 및 QA 업무,/Recruit/GI_Read/42871694?rPageCode=SL&logpath=21,엔에이치엔케이씨피㈜,"['신입·경력2년↑', '초대졸↑', '서울구로구', '정규직', '사원급외']","솔루션, 테스터",신입·경력2년↑,초대졸↑,서울구로구,정규직,사원급외,,
1323,[주4.5일근무] C# Developer 채용,/Recruit/GI_Read/42888239?rPageCode=SL&logpath=21,㈜인라이플,"['경력3년↑', '학력무관', '서울구로구외', '정규직']","모바일앱개발, BigData, C#, SI, ERP, 소프트웨어개발",경력3년↑,학력무관,서울구로구외,정규직,,,
1324,자이에스앤디(주) 정보보안 운영 경력직 모집,/Recruit/GI_Read/42905838?rPageCode=SL&logpath=21,자이에스앤디㈜,"['경력3년↑', '초대졸↑', '서울중구', '정규직', '주임~대리급외']","건설, 시스템분석, 방화벽, 정보보안, 보안관제, 네트워크관리, 정보보안",경력3년↑,초대졸↑,서울중구,정규직,주임~대리급외,,
1325,재고입/출고(정규직)가산점 채용,/Recruit/GI_Read/42905051?rPageCode=SL&logpath=21,㈜컴퓨존,"['경력무관', '학력무관', '서울금천구', '정규직']","전산입력, 창고관리, 재고관리, 조립, 재고관리, 문서관리, 물류센터, 하드웨어, 배차, 상품입출고, 재고관리, 문서작성, 납품기사, 보세운송, 상품입출고, 컴퓨터, 화물차운전, AS, 유지보수",경력무관,학력무관,서울금천구,정규직,,,
1326,통합인증 보안솔루션부문 신입 자바개발자 채용,/Recruit/GI_Read/42899276?rPageCode=SL&logpath=21,㈜유비앤티스랩,"['신입·경력3년↑', '학력무관', '서울구로구', '정규직', '3,000~5,000만원']",솔루션,신입·경력3년↑,학력무관,서울구로구,정규직,"3,000~5,000만원",,
1327,IT/OT 보안솔루션 운영 경력직 채용,/Recruit/GI_Read/42893020?rPageCode=SL&logpath=21,에스케이쉴더스㈜,"['경력3년↑', '초대졸↑', '경북구미시', '정규직']","보안솔루션, 네트워크보안, 정보보안, 보안운영, ES운영, 해킹, 보안소프트웨어, 정보보안, 보안컨설팅, 정보보안",경력3년↑,초대졸↑,경북구미시,정규직,,,
1328,[이스트게임즈] 산업기능요원 보충역 채용,/Recruit/GI_Read/42892758?rPageCode=SL&logpath=21,㈜이스트게임즈,"['신입·경력', '학력무관', '서울서초구', '병역특례']","MMORPG, 클라이언트",신입·경력,학력무관,서울서초구,병역특례,,,
1329,[웹젠메가스톤/신규 Project Propolis] 컨셉원화(경력),/Recruit/GI_Read/42892053?rPageCode=SL&logpath=21,㈜웹젠,"['경력5년↑', '학력무관', '경기성남시', '정규직']","게임소프트웨어, 게임마케팅, 원화디자인, 캐릭터컨셉, 게임디자인, 캐릭터원화, 퍼즐, 게임기획, 모델링, 게임개발, 원화디자인, 아바타디자인, 삽화·일러스트",경력5년↑,학력무관,경기성남시,정규직,,,
1330,[웹젠메가스톤/신규 Project Propolis] 게임기획(경력10년이상),/Recruit/GI_Read/42891990?rPageCode=SL&logpath=21,㈜웹젠,"['경력10년↑', '학력무관', '경기성남시', '정규직']","게임소프트웨어, 게임마케팅, 게임디자인, 게임기획, 콘텐츠기획, 게임기획, MMORPG, 게임개발, 밸런스기획",경력10년↑,학력무관,경기성남시,정규직,,,
1331,[웹젠메가스톤/신규 Project Propolis] 게임기획(경력5년이상),/Recruit/GI_Read/42891956?rPageCode=SL&logpath=21,㈜웹젠,"['경력5년↑', '학력무관', '경기성남시', '정규직']","게임소프트웨어, 게임마케팅, 게임디자인, 게임기획, 콘텐츠기획, 게임기획, MMORPG, 게임개발, 밸런스기획",경력5년↑,학력무관,경기성남시,정규직,,,
1332,2023년 에스엘 하반기 전자 R&D 대규모 채용 (신입),/Recruit/GI_Read/42879381?rPageCode=SL&logpath=21,에스엘,"['신입·경력3년↑', '대졸↑', '경기시흥시외', '정규직외']","조립, 행정, 정보통신, 절단, 기계, 기계설비, 설비, 기계조립, 사업기획, 특허담당, 결산, 제어·설계, 문서관리, 전표입력, 경영기획, 원가회계, 전산회계",신입·경력3년↑,대졸↑,경기시흥시외,정규직외,,,
1333,LIMS 솔루션 컨설턴트 모집,/Recruit/GI_Read/42890632?rPageCode=SL&logpath=21,오상자이엘 ㈜,"['경력10년↑', '석사↑', '인천부평구', '정규직', '과장~차장급외']","BigData, 솔루션, 생명공학, 제약·바이오R&D, 소프트웨어개발",경력10년↑,석사↑,인천부평구,정규직,과장~차장급외,,
1334,[세정아이앤씨] BI/DW 엔지니어 신입(인턴)/경력사원 채용[부산/서울],/Recruit/GI_Read/42890564?rPageCode=SL&logpath=21,㈜세정아이앤씨,"['신입·경력3년↑', '학력무관', '부산금정구외', '정규직외']","DW, BI, 데이터시각화, ETL, BI, 데이터분석, OLAP, 분석모델링",신입·경력3년↑,학력무관,부산금정구외,정규직외,,,
1335,[세정아이앤씨] JAVA 개발자 경력사원 채용(부산),/Recruit/GI_Read/42890486?rPageCode=SL&logpath=21,㈜세정아이앤씨,"['경력3년↑', '학력무관', '부산금정구외', '정규직']","SM, SI, 소프트웨어개발",경력3년↑,학력무관,부산금정구외,정규직,,,
1336,"[세정아이앤씨] 개발자(Delphi,C#) 경력사원 채용(서울)",/Recruit/GI_Read/42890449?rPageCode=SL&logpath=21,㈜세정아이앤씨,"['경력6년↑', '학력무관', '서울강남구외', '정규직']","SM, ERP, 소프트웨어개발",경력6년↑,학력무관,서울강남구외,정규직,,,
1337,주식회사 케이엑스넥스지 기술지원본부 죽전IDC상주 엔지니어 채용,/Recruit/GI_Read/42890270?rPageCode=SL&logpath=21,㈜케이엑스넥스지,"['경력3년↑', '초대졸↑', '경기용인시외', '정규직', '주임~대리급외']","네트웍구축, 방화벽, 네트워크관리, 보안관제, 정보보안",경력3년↑,초대졸↑,경기용인시외,정규직,주임~대리급외,,
1338,UI 기획,/Recruit/GI_Read/42888263?rPageCode=SL&logpath=21,㈜이스트게임즈,"['신입·경력', '학력무관', '서울서초구', '정규직']","UI·UX기획, 게임기획, MMORPG, 서비스기획",신입·경력,학력무관,서울서초구,정규직,,,
1339,MMORPG 3D 배경 에셋 제작/캐릭터 모델링 디자이너,/Recruit/GI_Read/42888187?rPageCode=SL&logpath=21,㈜이스트게임즈,"['신입·경력', '학력무관', '서울서초구외', '정규직']","3DSmax, ue4, ZBRUSH, 배경, 애니메이션, 모델링, MMORPG",신입·경력,학력무관,서울서초구외,정규직,,,
1340,2023년 경력사원 상시채용(안전관리),/Recruit/GI_Read/42884482?rPageCode=SL&logpath=21,현대무벡스㈜,"['경력', '학력무관', '전국', '계약직']","GUI, 데이터관리, 전장설계, 데이터아키텍쳐, 건축전기설계, 물류센터, 정보보안, 현장소장, 물류자동화, PLM, SAP, 현장관리, 산업안전기사, 클라우드, SPRING",경력,학력무관,전국,계약직,,,
1341,2023년 경력사원 상시채용(공사관리),/Recruit/GI_Read/42884474?rPageCode=SL&logpath=21,현대무벡스㈜,"['경력', '학력무관', '전국', '계약직']","GUI, 데이터관리, 전장설계, 데이터아키텍쳐, 건축전기설계, 물류센터, 정보보안, 현장소장, 물류자동화, PLM, SAP, 현장관리, 산업안전기사, 클라우드, SPRING",경력,학력무관,전국,계약직,,,
1342,2023년 경력사원 상시채용(현장소장),/Recruit/GI_Read/42884461?rPageCode=SL&logpath=21,현대무벡스㈜,"['경력', '학력무관', '전국', '계약직']","GUI, 데이터관리, 전장설계, 데이터아키텍쳐, 건축전기설계, 물류센터, 정보보안, 현장소장, 물류자동화, PLM, SAP, 현장관리, 산업안전기사, 클라우드, SPRING",경력,학력무관,전국,계약직,,,
1343,2023년 경력사원 상시채용(TOS 개발/운영),/Recruit/GI_Read/42884447?rPageCode=SL&logpath=21,현대무벡스㈜,"['경력', '학력무관', '부산전지역', '정규직']","GUI, 데이터관리, 전장설계, 데이터아키텍쳐, 건축전기설계, 물류센터, 정보보안, 현장소장, 물류자동화, PLM, SAP, 현장관리, 산업안전기사, 클라우드, SPRING",경력,학력무관,부산전지역,정규직,,,
1344,2023년 경력사원 상시채용(보안),/Recruit/GI_Read/42884422?rPageCode=SL&logpath=21,현대무벡스㈜,"['경력', '학력무관', '서울종로구', '정규직']","GUI, 데이터관리, 전장설계, 데이터아키텍쳐, 건축전기설계, 물류센터, 정보보안, 현장소장, 물류자동화, PLM, SAP, 현장관리, 산업안전기사, 클라우드, SPRING",경력,학력무관,서울종로구,정규직,,,
1345,2023년 경력사원 상시채용(FCM 개발/운영),/Recruit/GI_Read/42884407?rPageCode=SL&logpath=21,현대무벡스㈜,"['경력', '학력무관', '서울종로구', '정규직']","GUI, 데이터관리, 전장설계, 데이터아키텍쳐, 건축전기설계, 물류센터, 정보보안, 현장소장, 물류자동화, PLM, SAP, 현장관리, 산업안전기사, 클라우드, SPRING",경력,학력무관,서울종로구,정규직,,,
1346,2023년 경력사원 상시채용(SAP 운영(충주 근무)),/Recruit/GI_Read/42884390?rPageCode=SL&logpath=21,현대무벡스㈜,"['경력', '학력무관', '충북충주시', '정규직']","GUI, 데이터관리, 전장설계, 데이터아키텍쳐, 건축전기설계, 물류센터, 정보보안, 현장소장, 물류자동화, PLM, SAP, 현장관리, 산업안전기사, 클라우드, SPRING",경력,학력무관,충북충주시,정규직,,,
1347,2023년 경력사원 상시채용(SAP 운영(서울 근무)),/Recruit/GI_Read/42884354?rPageCode=SL&logpath=21,현대무벡스㈜,"['경력', '학력무관', '서울종로구', '정규직']","GUI, 데이터관리, 전장설계, 데이터아키텍쳐, 건축전기설계, 물류센터, 정보보안, 현장소장, 물류자동화, PLM, SAP, 현장관리, 산업안전기사, 클라우드, SPRING",경력,학력무관,서울종로구,정규직,,,
1348,2023년 경력사원 상시채용(WMS/WCS 개발 부문),/Recruit/GI_Read/42884342?rPageCode=SL&logpath=21,현대무벡스㈜,"['경력', '학력무관', '서울종로구', '정규직']","GUI, 데이터관리, 전장설계, 데이터아키텍쳐, 건축전기설계, 물류센터, 정보보안, 현장소장, 물류자동화, PLM, SAP, 현장관리, 산업안전기사, 클라우드, SPRING",경력,학력무관,서울종로구,정규직,,,
1349,2023년 경력사원 상시채용(설치 부문),/Recruit/GI_Read/42884322?rPageCode=SL&logpath=21,현대무벡스㈜,"['경력', '학력무관', '전국', '정규직']","GUI, 데이터관리, 전장설계, 데이터아키텍쳐, 건축전기설계, 물류센터, 정보보안, 현장소장, 물류자동화, PLM, SAP, 현장관리, 산업안전기사, 클라우드, SPRING",경력,학력무관,전국,정규직,,,
1350,2023년 경력사원 상시채용(서비스 부문),/Recruit/GI_Read/42884299?rPageCode=SL&logpath=21,현대무벡스㈜,"['경력', '학력무관', '전국', '정규직']","GUI, 데이터관리, 전장설계, 데이터아키텍쳐, 건축전기설계, 물류센터, 정보보안, 현장소장, 물류자동화, PLM, SAP, 현장관리, 산업안전기사, 클라우드, SPRING",경력,학력무관,전국,정규직,,,
1351,hardware 개발,/Recruit/GI_Read/42787571?rPageCode=SL&logpath=2,옵토로직스,"['경력3년↑', '학력무관', '경기군포시', '정규직', '3,500~5,000만원', '주임~대리급외']","검증, 시스템설계, 회로설계, FPCB, Hardware, Firmware, 시스템분석, 펌웨어, PCB, Micom",경력3년↑,학력무관,경기군포시,정규직,"3,500~5,000만원",주임~대리급외,
1352,웹 프론트엔드 개발자 채용 (서울 본사 근무),/Recruit/GI_Read/42783751?rPageCode=SL&logpath=2,㈜에스티로직,"['경력3년↑', '학력무관', '서울송파구', '정규직', '4,000~6,000만원']","모바일앱개발, BigData, 솔루션, 소프트웨어개발",경력3년↑,학력무관,서울송파구,정규직,"4,000~6,000만원",,
1353,[영등포구/여의도] 금융권 Windows OS운영 유지보수 경력직원 모집,/Recruit/GI_Read/42790987?rPageCode=SL&logpath=2,㈜에이치앤엠,"['경력5년↑', '학력무관', '서울영등포구', '정규직외']","유지보수, 시스템운영",경력5년↑,학력무관,서울영등포구,정규직외,,,
1354,[중구/영어가능]외국계 유명 패션 그룹 회사 IT Helpdesk 신입/경력 모집,/Recruit/GI_Read/42788571?rPageCode=SL&logpath=2,㈜보보스링크,"['경력', '초대졸↑', '서울중구외', '계약직', '사원급외']","백화점, A·S수리, 기술지원, 할인점, 서버구축, 시스템운영, 시스템운영, 설치, 네트워크관리, 의류매장, 서버구축, 서버관리, 네트워크관리, 유지보수, 잡화매장",경력,초대졸↑,서울중구외,계약직,사원급외,,
1355,[평택/천안/기숙사]강소기업 주간 및 4조3교대 자동화 설비 엔지니어 정규사원모집,/Recruit/GI_Read/42764098?rPageCode=SL&logpath=2,㈜이음이엔지,"['신입·경력', '고졸↑', '충남아산시외', '정규직']","기구설계, 조립, 회로설계, A·S수리, 기술지원, 반도체장비, 유지보수, 회로설계, PCB, 설비, 설치, 펌웨어, 전기설계, 반도체생산, 금속, 품질테스트, 유지보수",신입·경력,고졸↑,충남아산시외,정규직,,,
1356,네트워크 제어 개발 QA - 대기업 커리어에 도움(엘지전자),/Recruit/GI_Read/42783687?rPageCode=SL&logpath=2,보보스링크㈜,"['신입·경력', '초대졸↑', '서울금천구', '정규직', '3,000만원이상']","테스터, 검증",신입·경력,초대졸↑,서울금천구,정규직,"3,000만원이상",,
1357,[정규직] 응용프로그램 개발자 경력자 모집(파워빌더 1년이상),/Recruit/GI_Read/42783354?rPageCode=SL&logpath=2,㈜세일코리아넷,"['신입·경력1년↑', '초대졸↑', '서울영등포구외', '정규직', '3,000~4,000만원', '사원급외']","콜센터, 아웃소싱",신입·경력1년↑,초대졸↑,서울영등포구외,정규직,"3,000~4,000만원",사원급외,
1358,[주5일]플랫폼 개발 기업 본사 IT전산 담당자 (경력직),/Recruit/GI_Read/42780965?rPageCode=SL&logpath=2,㈜이피엠네트워크,"['경력3년↑', '학력무관', '서울송파구외', '정규직외']","솔루션, 트러블슈팅, 서버구축, IT인프라, 방화벽, 네트워크관리, 서버구축, 서버관리, 네트워크관리, 소프트웨어개발",경력3년↑,학력무관,서울송파구외,정규직외,,,
1359,(주5일/여의도) 게임테스트(QA) 신입 직원 채용.,/Recruit/GI_Read/42776816?rPageCode=SL&logpath=2,㈜인앤인코리아,"['경력무관', '고졸↑', '서울영등포구', '정규직외', '', '208~230만원(월)', '사원급외']","게임소프트웨어, QA, 게임운영관리, 베타테스터, 디바이스, GM·CS",경력무관,고졸↑,서울영등포구,정규직외,,208~230만원(월),사원급외
1360,"[IT HelpDesk/정규직/판교] SK케미칼 IT 헬프데스크(PC관리, 시스템관리, 장애처리) 채용",/Recruit/GI_Read/42771594?rPageCode=SL&logpath=2,JMP코리아,"['경력1년↑', '고졸↑', '경기성남시외', '정규직', '220~230만원(월)']","유지보수, 시스템운영, 설치, 아웃소싱, 기술지원",경력1년↑,고졸↑,경기성남시외,정규직,220~230만원(월),,
1361,2023년 경력사원 상시채용(제조 부문),/Recruit/GI_Read/42884298?rPageCode=SL&logpath=21,현대무벡스㈜,"['경력', '학력무관', '인천서구', '정규직']","GUI, 데이터관리, 전장설계, 데이터아키텍쳐, 건축전기설계, 물류센터, 정보보안, 현장소장, 물류자동화, PLM, SAP, 현장관리, 산업안전기사, 클라우드, SPRING",경력,학력무관,인천서구,정규직,,,
1362,2023년 경력사원 상시채용(해외영업 부문),/Recruit/GI_Read/42884285?rPageCode=SL&logpath=21,현대무벡스㈜,"['경력', '학력무관', '서울종로구', '정규직']","GUI, 데이터관리, 전장설계, 데이터아키텍쳐, 건축전기설계, 물류센터, 정보보안, 현장소장, 물류자동화, PLM, SAP, 현장관리, 산업안전기사, 클라우드, SPRING",경력,학력무관,서울종로구,정규직,,,
1363,2023년 경력사원 상시채용(로봇 물류장비 개발),/Recruit/GI_Read/42884269?rPageCode=SL&logpath=21,현대무벡스㈜,"['경력', '학력무관', '인천서구', '정규직']","GUI, 데이터관리, 전장설계, 데이터아키텍쳐, 건축전기설계, 물류센터, 정보보안, 현장소장, 물류자동화, PLM, SAP, 현장관리, 산업안전기사, 클라우드, SPRING",경력,학력무관,인천서구,정규직,,,
1364,2023년 경력사원 상시채용(제어개발(PLC)),/Recruit/GI_Read/42884253?rPageCode=SL&logpath=21,현대무벡스㈜,"['경력', '학력무관', '인천서구', '정규직']","GUI, 데이터관리, 전장설계, 데이터아키텍쳐, 건축전기설계, 물류센터, 정보보안, 현장소장, 물류자동화, PLM, SAP, 현장관리, 산업안전기사, 클라우드, SPRING",경력,학력무관,인천서구,정규직,,,
1365,2023년 경력사원 상시채용(제어개발(Linux)),/Recruit/GI_Read/42884242?rPageCode=SL&logpath=21,현대무벡스㈜,"['경력', '학력무관', '인천서구', '정규직']","GUI, 데이터관리, 전장설계, 데이터아키텍쳐, 건축전기설계, 물류센터, 정보보안, 현장소장, 물류자동화, PLM, SAP, 현장관리, 산업안전기사, 클라우드, SPRING",경력,학력무관,인천서구,정규직,,,
1366,2023년 경력사원 상시채용(기구개발),/Recruit/GI_Read/42884211?rPageCode=SL&logpath=21,현대무벡스㈜,"['경력', '학력무관', '인천서구', '정규직']","GUI, 데이터관리, 전장설계, 데이터아키텍쳐, 건축전기설계, 물류센터, 정보보안, 현장소장, 물류자동화, PLM, SAP, 현장관리, 산업안전기사, 클라우드, SPRING",경력,학력무관,인천서구,정규직,,,
1367,2023년 경력사원 상시채용(물류SE),/Recruit/GI_Read/42884189?rPageCode=SL&logpath=21,현대무벡스㈜,"['경력', '학력무관', '서울종로구', '정규직']","GUI, 데이터관리, 전장설계, 데이터아키텍쳐, 건축전기설계, 물류센터, 정보보안, 현장소장, 물류자동화, PLM, SAP, 현장관리, 산업안전기사, 클라우드, SPRING",경력,학력무관,서울종로구,정규직,,,
1368,2023년 경력사원 상시채용(PM 및 PE),/Recruit/GI_Read/42884169?rPageCode=SL&logpath=21,현대무벡스㈜,"['경력', '학력무관', '인천서구', '정규직']","GUI, 데이터관리, 전장설계, 데이터아키텍쳐, 건축전기설계, 물류센터, 정보보안, 현장소장, 물류자동화, PLM, SAP, 현장관리, 산업안전기사, 클라우드, SPRING",경력,학력무관,인천서구,정규직,,,
1369,2023년 경력사원 상시채용(전기설계(경력 5년 이상)),/Recruit/GI_Read/42884155?rPageCode=SL&logpath=21,현대무벡스㈜,"['경력', '학력무관', '인천서구', '정규직']","GUI, 데이터관리, 전장설계, 데이터아키텍쳐, 건축전기설계, 물류센터, 정보보안, 현장소장, 물류자동화, PLM, SAP, 현장관리, 산업안전기사, 클라우드, SPRING",경력,학력무관,인천서구,정규직,,,
1370,2023년 경력사원 상시채용(전기설계),/Recruit/GI_Read/42884138?rPageCode=SL&logpath=21,현대무벡스㈜,"['경력', '학력무관', '인천서구', '정규직']","GUI, 데이터관리, 전장설계, 데이터아키텍쳐, 건축전기설계, 물류센터, 정보보안, 현장소장, 물류자동화, PLM, SAP, 현장관리, 산업안전기사, 클라우드, SPRING",경력,학력무관,인천서구,정규직,,,
1371,2023년 경력사원 상시채용(기계설계),/Recruit/GI_Read/42884119?rPageCode=SL&logpath=21,현대무벡스㈜,"['경력', '학력무관', '인천서구', '정규직']","GUI, 데이터관리, 전장설계, 데이터아키텍쳐, 건축전기설계, 물류센터, 정보보안, 현장소장, 물류자동화, PLM, SAP, 현장관리, 산업안전기사, 클라우드, SPRING",경력,학력무관,인천서구,정규직,,,
1372,2023년 경력사원 상시채용(공정설계),/Recruit/GI_Read/42884101?rPageCode=SL&logpath=21,현대무벡스㈜,"['경력', '학력무관', '서울종로구', '정규직']","GUI, 데이터관리, 전장설계, 데이터아키텍쳐, 건축전기설계, 물류센터, 정보보안, 현장소장, 물류자동화, PLM, SAP, 현장관리, 산업안전기사, 클라우드, SPRING",경력,학력무관,서울종로구,정규직,,,
1373,2023년 경력사원 상시채용(영업),/Recruit/GI_Read/42884085?rPageCode=SL&logpath=21,현대무벡스㈜,"['경력', '학력무관', '서울종로구', '정규직']","GUI, 데이터관리, 전장설계, 데이터아키텍쳐, 건축전기설계, 물류센터, 정보보안, 현장소장, 물류자동화, PLM, SAP, 현장관리, 산업안전기사, 클라우드, SPRING",경력,학력무관,서울종로구,정규직,,,
1374,2023년 경력사원 상시채용,/Recruit/GI_Read/42884007?rPageCode=SL&logpath=21,현대무벡스㈜,"['경력', '학력무관', '전국', '정규직외']","GUI, 데이터관리, 전장설계, 데이터아키텍쳐, 건축전기설계, 물류센터, 정보보안, 현장소장, 물류자동화, PLM, SAP, 현장관리, 산업안전기사, 클라우드, SPRING",경력,학력무관,전국,정규직외,,,
1375,"주식회사 케이엑스넥스지 기술지원본부 (네트워크보안, VPN 방화벽구축 및 유지보수 등) 신입/경력 채용",/Recruit/GI_Read/42890288?rPageCode=SL&logpath=21,㈜케이엑스넥스지,"['신입·경력', '초대졸↑', '서울강동구', '정규직', '사원급외']","네트웍구축, 방화벽, 네트워크관리, 보안관제, 정보보안",신입·경력,초대졸↑,서울강동구,정규직,사원급외,,
1376,좋은사람들 전산팀(ERP) 경력사원 모집,/Recruit/GI_Read/42891623?rPageCode=SL&logpath=21,㈜좋은사람들,"['경력5년↑', '학력무관', '서울성동구', '정규직', '팀원']","데이터관리, 이너웨어, ERP",경력5년↑,학력무관,서울성동구,정규직,팀원,,
1377,[위즈그룹]JSP개발 인력 채용,/Recruit/GI_Read/42887858?rPageCode=SL&logpath=21,㈜위즈그룹,"['경력3년↑', '학력무관', '서울금천구', '정규직', '사원급외']","JavaScript, jquery, nginx, SpringFramework, UI·UX디자인, maven, svn/git",경력3년↑,학력무관,서울금천구,정규직,사원급외,,
1378,한국산업기술시험원 웹개발 상주인력 채용,/Recruit/GI_Read/42887475?rPageCode=SL&logpath=21,㈜정원엔시스,"['경력5년↑', '학력무관', '서울구로구외', '정규직외']","전자상거래, 쇼핑몰, EC, 오픈마켓",경력5년↑,학력무관,서울구로구외,정규직외,,,
1379,[코스닥 상장사-디어유] Account 개발자 채용,/Recruit/GI_Read/42886820?rPageCode=SL&logpath=21,디어유,"['경력2년↑', '대졸↑', '서울강남구', '정규직', '팀원']",모바일App,경력2년↑,대졸↑,서울강남구,정규직,팀원,,
1380,(주)케이엑스넥스지 네트워크보안 S/W 개발자(분야별) 신입/경력 채용,/Recruit/GI_Read/42890303?rPageCode=SL&logpath=21,㈜케이엑스넥스지,"['신입·경력', '초대졸↑', '서울강동구', '정규직', '사원급외']","방화벽, 네트워크관리, 정보보안",신입·경력,초대졸↑,서울강동구,정규직,사원급외,,
1381,[YES24] DBA 경력직(정규직)채용,/Recruit/GI_Read/42886164?rPageCode=SL&logpath=21,YES24㈜,"['경력2년↑', '초대졸↑', '서울영등포구', '정규직', '주임~대리급외']","데이터관리, 시스템운영",경력2년↑,초대졸↑,서울영등포구,정규직,주임~대리급외,,
1382,(주)풍인무역 전산팀 각 부문 경력사원 채용 (ERP/WEB/SM),/Recruit/GI_Read/42887473?rPageCode=SL&logpath=21,㈜풍인무역,"['경력2년↑', '초대졸↑', '서울영등포구', '정규직', '주임~대리급외']","서버구축, 시스템운영, 시스템운영, 네트워크관리, 시스템설계, 여성의류, 의류, 서버구축, 섬유, 서버관리",경력2년↑,초대졸↑,서울영등포구,정규직,주임~대리급외,,
1383,좋은사람들 전산팀(웹 WEB 개발) 경력사원 모집,/Recruit/GI_Read/42891711?rPageCode=SL&logpath=21,㈜좋은사람들,"['경력5년↑', '학력무관', '서울성동구', '정규직', '팀원']","이너웨어, asp, jsp",경력5년↑,학력무관,서울성동구,정규직,팀원,,
1384,신한EZ손해보험 - 개인정보보호담당자 모집(경력),/Recruit/GI_Read/42890420?rPageCode=SL&logpath=21,신한이지손해보험㈜,"['경력7년↑', '초대졸↑', '서울중구', '정규직', '과장~차장급외']","손해보험, 손해사정, 자동차보험, 방화벽, 정보보안, 보안관제, 네트워크관리, 정보보안, 아키텍처, 화재보험, 핀테크",경력7년↑,초대졸↑,서울중구,정규직,과장~차장급외,,
1385,좋은사람들 전산팀(인프라 INFRA 구축) 경력사원 모집,/Recruit/GI_Read/42891654?rPageCode=SL&logpath=21,㈜좋은사람들,"['경력3년↑', '학력무관', '서울성동구', '정규직', '팀원']","데이터관리, 인프라구축, 네트워크관리, 이너웨어",경력3년↑,학력무관,서울성동구,정규직,팀원,,
