,타이틀,링크,회사명,태그,설명,태그1,태그2,태그3,태그4,태그5,태그6,태그7
1386,웹디자이너 경력 및 팀장 모집,/Recruit/GI_Read/42888484?rPageCode=SL&logpath=21,㈜캐럿글로벌,"['경력5년↑', '대졸↑', '서울서초구외', '정규직']","교수설계, 기업교육, 웹표준·웹접근성, 컨텐츠디자인, UI·UX기획, e러닝, 디자이너, UI·UX디자인, 모바일디자인, 콘텐츠디자인",경력5년↑,대졸↑,서울서초구외,정규직,,,
1387,[SK그룹-인크로스] 서비스개발팀(Front-end 개발) 경력직 채용,/Recruit/GI_Read/42889236?rPageCode=SL&logpath=21,인크로스㈜,"['경력3년↑', '초대졸↑', '서울관악구', '정규직']","bootstrap, 온라인광고, 광고기획, vuex, Vue, 광고대행",경력3년↑,초대졸↑,서울관악구,정규직,,,
1388,[대신저축은행] IT정보보호 경력직 채용,/Recruit/GI_Read/42883251?rPageCode=SL&logpath=21,㈜대신저축은행,"['경력2년↑', '대졸↑', '서울중구외', '정규직외', '', '주임~대리급외']","데이터관리, 금융, 시스템운영, 은행",경력2년↑,대졸↑,서울중구외,정규직외,,주임~대리급외,
1389,[엠게임] 정보보안 팀원 모집,/Recruit/GI_Read/42888362?rPageCode=SL&logpath=21,㈜엠게임,"['신입·경력', '학력무관', '서울금천구', '정규직', '사원급외']","게임개발, 네트워크관리, 정보보안",신입·경력,학력무관,서울금천구,정규직,사원급외,,
1390,[아프리카TV] 보안담당자,/Recruit/GI_Read/42888288?rPageCode=SL&logpath=21,아프리카티비,"['경력5년↑', '학력무관', '경기성남시', '정규직']","보안솔루션, 플랫폼, Anti-DDos, ISMS, IT, IPS, WAF, 인터넷방송, 네트워크관리, 시스템운영, 네트워크관리, 방화벽, 보안관제, 정보보안",경력5년↑,학력무관,경기성남시,정규직,,,
1391,[티빙] 미디어 엔지니어 (Media Engineer) 경력채용,/Recruit/GI_Read/42880906?rPageCode=SL&logpath=21,㈜티빙,"['경력5년↑', '학력무관', '서울마포구', '정규직']","컨텐츠, 인터넷영화, 미디어 엔지니어, 포털",경력5년↑,학력무관,서울마포구,정규직,,,
1392,[티빙] 백엔드(API) 개발자 (Backend(API) Developer) 경력채용,/Recruit/GI_Read/42880706?rPageCode=SL&logpath=21,㈜티빙,"['경력5년↑', '학력무관', '서울마포구', '정규직']","Redis, JPA, 컨텐츠, 인터넷영화, SPRING, 포털",경력5년↑,학력무관,서울마포구,정규직,,,
1393,[티빙] 백엔드(회원/빌링) 개발자 (Backend(Member/Billing) Developer) 경력채용,/Recruit/GI_Read/42880677?rPageCode=SL&logpath=21,㈜티빙,"['경력5년↑', '학력무관', '서울마포구', '정규직']","Redis, JPA, 컨텐츠, 인터넷영화, SPRING, 포털",경력5년↑,학력무관,서울마포구,정규직,,,
1394,2023년 신입사원 상시 채용(IT시스템),/Recruit/GI_Read/42879660?rPageCode=SL&logpath=21,LX인터내셔널,"['신입', '서울종로구', '인턴']","사업개발, 사업기획, HR, 경영기획",신입,서울종로구,인턴,,,,
1395,2023년 신입사원 상시 채용(HR),/Recruit/GI_Read/42879638?rPageCode=SL&logpath=21,LX인터내셔널,"['신입', '서울종로구', '인턴']","사업개발, 사업기획, HR, 경영기획",신입,서울종로구,인턴,,,,
1396,2023년 신입사원 상시 채용(재경/기획),/Recruit/GI_Read/42879625?rPageCode=SL&logpath=21,LX인터내셔널,"['신입', '서울종로구', '인턴']","사업개발, 사업기획, HR, 경영기획",신입,서울종로구,인턴,,,,
1397,2023년 신입사원 상시 채용(사업개발),/Recruit/GI_Read/42879607?rPageCode=SL&logpath=21,LX인터내셔널,"['신입', '서울종로구', '인턴']","사업개발, 사업기획, HR, 경영기획",신입,서울종로구,인턴,,,,
1398,2023년 신입사원 상시 채용(해외영업),/Recruit/GI_Read/42879588?rPageCode=SL&logpath=21,LX인터내셔널,"['신입', '서울종로구', '인턴']","사업개발, 사업기획, HR, 경영기획",신입,서울종로구,인턴,,,,
1399,컨설팅부문 DP팀 (비즈니스 설계 전문가) 컨설턴트 경력직,/Recruit/GI_Read/42878683?rPageCode=SL&logpath=21,한영회계법인,"['경력3년↑', '대졸↑', '서울영등포구', '정규직']","회계법인, R, Python, SQL, 데이터분석, SAS, 전략기획",경력3년↑,대졸↑,서울영등포구,정규직,,,
1400,웹개발자 경력자 채용 (본사근무),/Recruit/GI_Read/42771937?rPageCode=SL&logpath=2,㈜에스티로직,"['경력3년↑', '학력무관', '서울송파구', '정규직', '4,000~5,000만원']","모바일앱개발, BigData, 솔루션, DBMS, 소프트웨어개발",경력3년↑,학력무관,서울송파구,정규직,"4,000~5,000만원",,
1401,[대기업] 테크서포터채용/신입가능/정규직/IT서포트업무,/Recruit/GI_Read/42771051?rPageCode=SL&logpath=2,㈜파인스태프,"['경력무관', '학력무관', '서울중구외', '정규직외']","SI개발, 펌웨어, 네트웍구축, 시스템운영, 방화벽, 시스템분석, 네트워크관리, 보안관제, 시스템설계, IDC, POS, 정보보안, 통신, 서버구축, 핀테크, 서버관리, 암호화폐, 유비쿼터스",경력무관,학력무관,서울중구외,정규직외,,,
1402,IT 컨설턴트 경력직 채용,/Recruit/GI_Read/42768102?rPageCode=SL&logpath=2,㈜테스트웍스,"['경력1년↑', '대졸↑', '서울송파구', '정규직']",IT컨설팅,경력1년↑,대졸↑,서울송파구,정규직,,,
1403,[셀트리온헬스케어/ IT지원 / 인프라관리] 셀트리온헬스케어 IT팀 HelpDesk 채용,/Recruit/GI_Read/42773431?rPageCode=SL&logpath=2,티오에스코리아,"['경력무관', '학력무관', '인천연수구외', '계약직외', '', '3,060만원이상']","바이오, 서버구축, 제약, 정보보안, 의약, 서버관리, 네트워크관리, 인프라",경력무관,학력무관,인천연수구외,계약직외,,"3,060만원이상",
1404,[외국계기업]물류시스템 Product BA채용/경기도 이천,/Recruit/GI_Read/42768806?rPageCode=SL&logpath=2,㈜엠아이티마스,"['신입', '학력무관', '경기이천시', '정규직', '팀원']","데이터분석, 검증",신입,학력무관,경기이천시,정규직,팀원,,
1405,[정규직] 네트워크 엔지니어 경력 채용,/Recruit/GI_Read/42766979?rPageCode=SL&logpath=2,유어파트너스,"['경력2년↑', '학력무관', '서울강남구', '정규직', '5,000만원이상', '과장~차장급외']","방화벽, 네트워크, 인프라, 유지보수",경력2년↑,학력무관,서울강남구,정규직,"5,000만원이상",과장~차장급외,
1406,[외국계 기업] IT Field Engineer Sub Leader급 경력자 모집,/Recruit/GI_Read/42762284?rPageCode=SL&logpath=2,㈜엠아이티마스,"['경력4년↑', '초대졸↑', '서울송파구외', '정규직', '2,700만원이상', '사원급외']","네트워크관리, 컴퓨터, AS, 유지보수",경력4년↑,초대졸↑,서울송파구외,정규직,"2,700만원이상",사원급외,
1407,[역삼] 온라인 게임 QA테스터 (10월 입사),/Recruit/GI_Read/42762082?rPageCode=SL&logpath=2,㈜아데코코리아,"['경력무관', '학력무관', '서울강남구', '파견직', '236만원이상(월)', '사원급외']","게임마케팅, 모바일앱게임, 스포츠, 테스터, QA, 게임기획, 축구, 게임기획, 스토리보드, 게임개발, 게임QA, 3D온라인게임, 서비스기획, 검증",경력무관,학력무관,서울강남구,파견직,236만원이상(월),사원급외,
1408,"울산, 기흥, 서울 ABAP 개발ㆍ컨설 모집",/Recruit/GI_Read/42751280?rPageCode=SL&logpath=2,㈜펜타크리드,"['경력6년↑', '대졸↑', '서울강남구외', '계약직외', '', '본부장/센터장외']","ERP, SAP, ABAP, 소프트웨어개발",경력6년↑,대졸↑,서울강남구외,계약직외,,본부장/센터장외,
1409,프론트엔드 개발(탈중앙화거래소),/Recruit/GI_Read/42878501?rPageCode=SL&logpath=21,위메이드,"['경력3년↑', '학력무관', '경기성남시', '정규직']","GUI, 인터페이스, 반응형웹",경력3년↑,학력무관,경기성남시,정규직,,,
1410,"스마트컨트랙트 개발(DeFi, DEX)",/Recruit/GI_Read/42878486?rPageCode=SL&logpath=21,위메이드,"['경력3년↑', '학력무관', '경기성남시', '정규직', '팀원']","암호화폐, 스마트컨트랙트",경력3년↑,학력무관,경기성남시,정규직,팀원,,
1411,"백엔드 개발(DeFi, DEX)",/Recruit/GI_Read/42878090?rPageCode=SL&logpath=21,주식회사 위메이드,"['경력무관', '학력무관', '경기성남시', '정규직']","모바일앱게임, RPG, 클라이언트, 웹게임, 무선게임, 3D온라인게임",경력무관,학력무관,경기성남시,정규직,,,
1412,"[미르M] 엔진 개발(서버, DB)",/Recruit/GI_Read/42878069?rPageCode=SL&logpath=21,위메이드,"['경력3년↑', '학력무관', '경기성남시', '정규직']","게임기획, MMORPG",경력3년↑,학력무관,경기성남시,정규직,,,
1413,"[미르M] 콘텐츠 개발(서버, DB)",/Recruit/GI_Read/42878063?rPageCode=SL&logpath=21,위메이드,"['경력3년↑', '학력무관', '경기성남시', '정규직']","게임기획, MMORPG",경력3년↑,학력무관,경기성남시,정규직,,,
1414,[경력] DRAM Digital Design Front-end/RTL설계,/Recruit/GI_Read/42877097?rPageCode=SL&logpath=21,SK하이닉스㈜,"['경력', '대졸↑', '경기이천시', '정규직']","RTL설계, 디지털디자인",경력,대졸↑,경기이천시,정규직,,,
1415,2023년 신입사원 상시 채용,/Recruit/GI_Read/42877024?rPageCode=SL&logpath=21,LX인터내셔널,"['신입', '서울종로구', '인턴']","사업개발, 사업기획, HR, 경영기획",신입,서울종로구,인턴,,,,
1416,[경력] DRAM Digital Design Back-end설계 및 분석,/Recruit/GI_Read/42877003?rPageCode=SL&logpath=21,SK하이닉스㈜,"['경력', '대졸↑', '경기이천시', '정규직']","설계 및 분석, 디지털디자인",경력,대졸↑,경기이천시,정규직,,,
1417,[볼보그룹코리아(주)] SAP Solution Consultant (ABAP/MM) 경력사원 채용,/Recruit/GI_Read/42874999?rPageCode=SL&logpath=21,볼보그룹코리아,"['경력5년↑', '대졸↑', '경남창원시', '정규직', '주임~대리급외']","캐드원, 시스템분석, 건설기계, 시스템설계",경력5년↑,대졸↑,경남창원시,정규직,주임~대리급외,,
1418,[JNPMEDI] Clinical Data Consultant(Associate / 정규직 전환형 인턴) 모집,/Recruit/GI_Read/42873043?rPageCode=SL&logpath=21,㈜제이앤피메디,"['신입', '대졸↑', '인천연수구', '인턴', '팀원']","모바일앱개발, 솔루션, 시스템운영, 소프트웨어개발",신입,대졸↑,인천연수구,인턴,팀원,,
1419,[자동차부품] 총무팀 전산 개발자 모집,/Recruit/GI_Read/42875846?rPageCode=SL&logpath=21,㈜에이테크오토모티브,"['경력3년↑', '초대졸↑', '경기안성시외', '정규직', '주임~대리급외']","전산개발, 시스템운영, 정보보안, 시스템설계",경력3년↑,초대졸↑,경기안성시외,정규직,주임~대리급외,,
1420,[경력] 네트워크 엔지니어 모집 - Div.2,/Recruit/GI_Read/42874901?rPageCode=SL&logpath=21,㈜오파스넷,"['경력3년↑', '초대졸↑', '서울강남구', '정규직']","별정통신, 네트웍구축, 시스템운영, 네트워크관리, 서버구축",경력3년↑,초대졸↑,서울강남구,정규직,,,
1421,LTE(4G)/5G 시스템 검증인력 모집,/Recruit/GI_Read/42882029?rPageCode=SL&logpath=21,㈜스프링웨이브,"['경력무관', '초대졸↑', '경기용인시외', '정규직외', '', '사원급외']","테스터, 네트웍구축, 통신, 검증",경력무관,초대졸↑,경기용인시외,정규직외,,사원급외,
1422,DQA팀 SQA TEST 리더 / 엔지니어 모집,/Recruit/GI_Read/42844941?rPageCode=SL&logpath=21,㈜포인트모바일,"['경력8년↑', '초대졸↑', '서울금천구외', '정규직', '과장~차장급외']","테스터, NFC, 모바일, SQA, 시스템분석, 정보보안, 클라이언트, 아키텍처, 시스템설계, 품질테스트, PDA, 검증",경력8년↑,초대졸↑,서울금천구외,정규직,과장~차장급외,,
1423,[선익시스템] 디지털전략팀 정규직 채용(경력),/Recruit/GI_Read/42874093?rPageCode=SL&logpath=21,㈜선익시스템,"['경력', '학력무관', '경기수원시외', '정규직', '주임~대리급외']","디스플레이, 자산관리",경력,학력무관,경기수원시외,정규직,주임~대리급외,,
1424,검사기술팀 소프트웨어 개발 경력 및 신입 사원 모집,/Recruit/GI_Read/42881248?rPageCode=SL&logpath=21,에스엔유프리시젼㈜,"['경력무관', '대졸↑', '충남아산시', '정규직', '3,600~6,000만원']","반도체장비, 정밀광학, 시스템설계, 디스플레이, 시스템설계",경력무관,대졸↑,충남아산시,정규직,"3,600~6,000만원",,
1425,[헥토파이낸셜] 010PAY 백엔드 개발자 모집,/Recruit/GI_Read/42875708?rPageCode=SL&logpath=21,㈜헥토파이낸셜,"['경력5년↑', '학력무관', '서울강남구외', '정규직']","솔루션, 핀테크, 소프트웨어개발",경력5년↑,학력무관,서울강남구외,정규직,,,
1426,[넷마블에프앤씨자회사 메타버스월드] 클라이언트 개발자 모집,/Recruit/GI_Read/42881415?rPageCode=SL&logpath=21,넷마블에프앤씨㈜,"['경력3년↑', '학력무관', '서울강남구', '정규직']",클라이언트,경력3년↑,학력무관,서울강남구,정규직,,,
1427,[코스닥 상장사-디어유] 정보보호 담당자,/Recruit/GI_Read/42876386?rPageCode=SL&logpath=21,디어유,"['경력5년↑', '대졸↑', '서울강남구', '정규직', '팀원']","정보보호, 모바일App, 정보보안, 정보보안",경력5년↑,대졸↑,서울강남구,정규직,팀원,,
1428,[(주)독립문] 전산 운영관리 담당 모집,/Recruit/GI_Read/42874549?rPageCode=SL&logpath=21,㈜독립문,"['경력5년↑', '초대졸↑', '서울성동구', '정규직']","남성의류, 패션, 시스템운영, 시스템운영, 네트워크관리, 여성의류, 의류, 섬유",경력5년↑,초대졸↑,서울성동구,정규직,,,
1429,임베디드 SW개발자 모집(신입/경력),/Recruit/GI_Read/42876622?rPageCode=SL&logpath=21,백금티앤에이,"['신입·경력', '대졸↑', '경기군포시외', '정규직', '사원급외']","펌웨어, Firmware, 클라이언트, 클라우드개발자, 아키텍처, 시스템설계, 제어, 클라우드아키텍트, 임베디드",신입·경력,대졸↑,경기군포시외,정규직,사원급외,,
1430,"(안산) 삼보컴퓨터 전산팀 인프라관리자/ERP, 그룹웨어, MES관리자 채용/계열사",/Recruit/GI_Read/42874427?rPageCode=SL&logpath=21,㈜삼보컴퓨터,"['신입·경력', '초대졸↑', '경기안산시', '정규직', '사원급외']","데이터관리, 시스템운영, Tomcat, 컴퓨터, 서버관리, 유지보수",신입·경력,초대졸↑,경기안산시,정규직,사원급외,,
1431,Web 개발자 (계약직) 채용,/Recruit/GI_Read/42874070?rPageCode=SL&logpath=21,㈜ 다임즈,"['경력5년↑', '초대졸↑', '서울구로구외', '계약직', '팀원']","BigData, 솔루션, SI, ISP, 소프트웨어개발",경력5년↑,초대졸↑,서울구로구외,계약직,팀원,,
1432,2023년 정보통신분야(운용) 신입/경력 사원 채용,/Recruit/GI_Read/42881019?rPageCode=SL&logpath=21,㈜와이어블,"['신입·경력', '초대졸↑', '서울송파구', '정규직외', '', '사원급외']","시스템운영, 네트웍구축, 네트워크관리, 통신설비, 통신",신입·경력,초대졸↑,서울송파구,정규직외,,사원급외,
