,타이틀,링크,회사명,태그,설명,태그1,태그2,태그3,태그4,태그5,태그6,태그7
2754,서울신문 IT 수습사원 채용,/Recruit/GI_Read/42963414?rPageCode=SL&logpath=21,서울신문사,"['신입', '대졸↑', '서울서초구', '정규직']","언론사, 신문사, 시스템설계",신입,대졸↑,서울서초구,정규직,,,
2755,(주)디지털존 사업기획팀 블록체인 개발자 채용,/Recruit/GI_Read/42963376?rPageCode=SL&logpath=21,㈜디지털존 마포지점,"['경력무관', '학력무관', '서울마포구', '정규직', '사원급외']","솔루션, 시스템분석, DID, 아키텍처, 시스템설계, 소프트웨어개발, 스마트컨트랙트",경력무관,학력무관,서울마포구,정규직,사원급외,,
2756,(주)소프트위즈 DBA (MySQL) 모집,/Recruit/GI_Read/42963289?rPageCode=SL&logpath=21,㈜소프트위즈,"['경력3년↑', '학력무관', '서울강남구', '정규직']","데이터관리, DW, BI, DW모델러",경력3년↑,학력무관,서울강남구,정규직,,,
2757,[솔로몬텍]포승공장 제조시스템 상황실 OP 채용건,/Recruit/GI_Read/42963157?rPageCode=SL&logpath=21,㈜솔로몬텍,"['경력무관', '학력무관', '경기평택시외', '정규직']","시스템운영, 네트웍구축, IDC, 통신",경력무관,학력무관,경기평택시외,정규직,,,
2758,명지춘혜재활병원 전산기획실 경력 직원 모집,/Recruit/GI_Read/42962992?rPageCode=SL&logpath=21,의료법인 춘혜의료재단,"['경력무관', '학력무관', '서울영등포구', '정규직']","상급종합병원, 전문병원, 병원, 특수병원, 시스템운영, 네트워크관리, 종합병원",경력무관,학력무관,서울영등포구,정규직,,,
2759,"(주)포유인포텍 기술지원부(POS원격/물류관리)신입, 경력직 채용",/Recruit/GI_Read/42962836?rPageCode=SL&logpath=21,㈜포유인포텍,"['경력무관', '고졸↑', '경기하남시', '정규직', '3,000~3,100만원']","비품관리, 네트워크관리, 자산관리, 서버관리",경력무관,고졸↑,경기하남시,정규직,"3,000~3,100만원",,
2760,[티사이언티픽] SE(시스템엔지니어) 경력직 채용 - 안양,/Recruit/GI_Read/42962560?rPageCode=SL&logpath=21,㈜티사이언티픽,"['경력3년↑', '초대졸↑', '경기안양시', '정규직']","솔루션, 시스템운영, 어드민, 서버관리, 소프트웨어개발",경력3년↑,초대졸↑,경기안양시,정규직,,,
2761,특판가구 악세서리 제품개발자를 모집합니다.,/Recruit/GI_Read/42962143?rPageCode=SL&logpath=21,㈜미젠드,"['신입·경력2년↑', '고졸↑', '경기포천시외', '정규직', '사원급외']","캐드원, 검증, CAD, 3D설계, 부엌가구, AutoCad, 제품설계, 가구, 제품개발, 2D설계, 금속",신입·경력2년↑,고졸↑,경기포천시외,정규직,사원급외,,
2762,기술연구소 신입&경력 사원 채용,/Recruit/GI_Read/42962043?rPageCode=SL&logpath=21,㈜서우건설산업,"['신입·경력3년↑', '대졸↑', '서울금천구외', '정규직', '사원급외']","임베디드, 자동제어, 전자",신입·경력3년↑,대졸↑,서울금천구외,정규직,사원급외,,
2763,2023년 하반기 S/W 인원 채용,/Recruit/GI_Read/42961977?rPageCode=SL&logpath=21,㈜이노텍,"['경력무관', '학력무관', '경남창원시', '정규직']","자율주행, 데이터시각화, 임베디드, 인공지능, 네트워크",경력무관,학력무관,경남창원시,정규직,,,
2764,시스템연구소 신규 인력 채용,/Recruit/GI_Read/42961972?rPageCode=SL&logpath=21,㈜엘트로닉스,"['경력5년↑', '초대졸↑', '경기수원시', '정규직']","회로설계, Hardware, Firmware, 기구설계, 펌웨어",경력5년↑,초대졸↑,경기수원시,정규직,,,
2765,정보보안 컨설턴트(취약점 진단) 신입 채용합니다.,/Recruit/GI_Read/42961961?rPageCode=SL&logpath=21,㈜시큐리티즌,"['신입', '대졸↑', '부산부산진구', '정규직', '2,413만원이상', '사원급']","네트워크보안, 보안소프트웨어, 정보보안, 보안컨설팅, 정보보안",신입,대졸↑,부산부산진구,정규직,"2,413만원이상",사원급,
2766,[이커넥트] 웹/앱 기획자 경력직 모집,/Recruit/GI_Read/42961909?rPageCode=SL&logpath=21,이커넥트,"['경력5년↑', '학력무관', '부산해운대구', '정규직', '팀장/매니저/실장']","웹표준·웹접근성, 컨텐츠, 반응형웹, 앱기획, UI·UX기획, 콘텐츠기획, 스토리보드, 인터넷생활정보, 서비스기획",경력5년↑,학력무관,부산해운대구,정규직,팀장/매니저/실장,,
2767,2023년 하반기 소프트웨어팀 채용,/Recruit/GI_Read/42961873?rPageCode=SL&logpath=21,㈜이노텍,"['경력무관', '초대졸↑', '경남창원시', '정규직']","전자파, 전자제어, 펌웨어",경력무관,초대졸↑,경남창원시,정규직,,,
2768,[유비쿼스홀딩스] 계열사 (주)넥싸이트 펌웨어 개발자 채용,/Recruit/GI_Read/42961732?rPageCode=SL&logpath=21,유비쿼스홀딩스,"['신입·경력1년↑', '학력무관', '경기안양시외', '정규직', '사원급외']","펌웨어, 컴퓨터",신입·경력1년↑,학력무관,경기안양시외,정규직,사원급외,,
2769,[외국계] 2023 하반기 Medical 3D Modeler 채용,/Recruit/GI_Read/42955294?rPageCode=SL&logpath=21,아나토마지코리아㈜,"['경력무관', '초대졸↑', '서울강남구', '정규직', '사원급외']","모델링, 의료기기",경력무관,초대졸↑,서울강남구,정규직,사원급외,,
2770,"[인천] OO은행 ISG 업무를 위한 개발(사업관리,영어/고급)",/Recruit/GI_Read/42969810?rPageCode=SL&logpath=21,이수정보㈜,"['경력10년↑', '초대졸↑', '서울중랑구외', '계약직외']","SM, SI, CRM, ERP, 소프트웨어개발",경력10년↑,초대졸↑,서울중랑구외,계약직외,,,
2771,"[중구] 보험사 SM 운영(java/중급,고급)",/Recruit/GI_Read/42969801?rPageCode=SL&logpath=21,이수정보㈜,"['경력6년↑', '초대졸↑', '서울중랑구외', '계약직외']","SM, 시스템운영, SI, CRM, ERP, 소프트웨어개발",경력6년↑,초대졸↑,서울중랑구외,계약직외,,,
2772,[인천] OO은행 ISG 업무를 위한 개발(java/고급),/Recruit/GI_Read/42969795?rPageCode=SL&logpath=21,이수정보㈜,"['경력10년↑', '초대졸↑', '서울중랑구외', '계약직외']","SM, SI개발, SI, CRM, ERP, 소프트웨어개발",경력10년↑,초대졸↑,서울중랑구외,계약직외,,,
2773,야탑/공공/즉시/3개월/고급,/Recruit/GI_Read/42969620?rPageCode=SL&logpath=21,㈜한컴즈,"['경력10년↑', '초대졸↑', '서울마포구외', '계약직외']","SI개발, SI",경력10년↑,초대졸↑,서울마포구외,계약직외,,,
2774,마포오피스 전산관리자 모집,/Recruit/GI_Read/42969614?rPageCode=SL&logpath=21,㈜겟앤쇼(Get & Show),"['경력1년↑', '고졸↑', '서울마포구', '정규직', '3,000~3,200만원', '사원급외']","상품기획, 자산관리, 쇼핑몰, 총무, 소셜커머스, 서버관리, 네트워크관리",경력1년↑,고졸↑,서울마포구,정규직,"3,000~3,200만원",사원급외,
2775,[Eximbay] 정보보안 담당자 경력 채용,/Recruit/GI_Read/42969495?rPageCode=SL&logpath=21,㈜엑심베이,"['경력5년↑', '초대졸↑', '서울구로구', '정규직', '4,000만원이상', '주임~대리급외']","정보보안, 소프트웨어개발",경력5년↑,초대졸↑,서울구로구,정규직,"4,000만원이상",주임~대리급외,
2776,리액트 경력직 계약직 및 프리랜서 채용,/Recruit/GI_Read/42969416?rPageCode=SL&logpath=21,㈜에스와이컴퍼니,"['경력3년↑', '학력무관', '광주광산구', '정규직외']","웹표준·웹접근성, 안드로이드, 모바일, 스마트폰, 모바일App",경력3년↑,학력무관,광주광산구,정규직외,,,
2777,기획자를 꿈꾸는 웹디자이너(피그마 필수),/Recruit/GI_Read/42969396?rPageCode=SL&logpath=21,㈜콜라드,"['경력', '학력무관', '서울강남구', '정규직', '팀원']","반응형웹, UI·UX기획, 소프트웨어개발",경력,학력무관,서울강남구,정규직,팀원,,
2778,[상암/하니웰코리아] (단순업무) 테스트 엔지니어,/Recruit/GI_Read/42747236?rPageCode=SL&logpath=2,㈜아데코코리아,"['신입·경력', '학력무관', '서울마포구', '계약직외']","자동제어, 테스터, 품질테스트, 검증",신입·경력,학력무관,서울마포구,계약직외,,,
2779,"JAVA 개발자 채용(정규직)-초급,중급",/Recruit/GI_Read/42735891?rPageCode=SL&logpath=2,㈜휴앤시스,"['경력3년↑', '대졸↑', '경기안양시', '정규직', '사원급외']",SI,경력3년↑,대졸↑,경기안양시,정규직,사원급외,,
2780,[청라] 하나증권 SM인원 채용,/Recruit/GI_Read/42740663?rPageCode=SL&logpath=2,㈜에이치엔서브,"['경력무관', '학력무관', '인천서구외', '프리랜서', '500~700만원(월)']","모바일앱개발, SM, 인터페이스, MTS, 서버구축, 시스템운영, SI, MCI, 시스템분석, HTS, 핀테크",경력무관,학력무관,인천서구외,프리랜서,500~700만원(월),,
2781,[마루HR] 현대캐피탈 정보보안팀 사무지원 계약직 채용,/Recruit/GI_Read/42733491?rPageCode=SL&logpath=2,㈜마루에이치알,"['경력무관', '학력무관', '서울중구외', '계약직', '3,140만원이상']","전산입력, 헤드헌팅, 외환관리, 문서관리, 고객관리, 거래처관리, 정보보안, 방화벽, 문서작성, 보안관제, 입출금관리, 정보보안, 채권",경력무관,학력무관,서울중구외,계약직,"3,140만원이상",,
2782,"안드로이드 개발자, 핀테크 선도 기업, 하렉스인포텍",/Recruit/GI_Read/42730674?rPageCode=SL&logpath=2,㈜휴먼비젼,"['경력3년↑', '초대졸↑', '서울중구', '정규직', '4,000~7,000만원']","SI개발, 핀테크",경력3년↑,초대졸↑,서울중구,정규직,"4,000~7,000만원",,
2783,[상암/하니웰코리아] 테스트 엔지니어(단순업무),/Recruit/GI_Read/42711270?rPageCode=SL&logpath=2,㈜아데코코리아,"['신입·경력', '학력무관', '서울마포구', '계약직외', '', '220만원이상(월)']","행정, 자동제어, 테스터, 문서관리, 품질테스트, 검증",신입·경력,학력무관,서울마포구,계약직외,,220만원이상(월),
2784,Inn0vaTech Ltd의 Artificial Intelligence Application Developer/Backend Developer 채용,/Recruit/GI_Read/42706245?rPageCode=SL&logpath=2,대한무역투자진흥공사,"['경력', '초대졸↑', '서울강남구', '정규직']","공사, 공기업",경력,초대졸↑,서울강남구,정규직,,,
2785,(주)마젠타로보틱스 - 2023년 하반기 SW/로봇엔지니어/SI개발 팀원 채용,/Recruit/GI_Read/42704901?rPageCode=SL&logpath=2,㈔대덕이노폴리스벤처협회,"['경력무관', '학력무관', '대전유성구외', '정규직']","솔루션, 센서네트워크, 로봇설계, 네트워크관리, 로봇설계, 기술지원, 소프트웨어개발, 로봇설계",경력무관,학력무관,대전유성구외,정규직,,,
2786,(주)시스웍 - 기술연구소 경력 연구원 채용 (MOTER제어),/Recruit/GI_Read/42700594?rPageCode=SL&logpath=2,㈔대덕이노폴리스벤처협회,"['경력무관', '초대졸↑', '대전유성구외', '정규직']","전기설계, 펌웨어, 회로설계, 제어·설계, 전자, 펌웨어, 회로설계, 시스템설계, PCB, 펌웨어, PCB, 전자계산, PLC",경력무관,초대졸↑,대전유성구외,정규직,,,
2787,[교대/월333-458만] 유명기업 웹개발 경력직 채용,/Recruit/GI_Read/42696676?rPageCode=SL&logpath=2,템프인㈜,"['경력2년↑', '고졸↑', '서울서초구', '계약직외', '', '333~458만원(월)']",헤드헌팅,경력2년↑,고졸↑,서울서초구,계약직외,,333~458만원(월),
2788,"급구[SM]경찰청 인프라 운영.  TA,인프라 경험자 1명.  PL가능자(즉시투입, 서대문역)",/Recruit/GI_Read/42969331?rPageCode=SL&logpath=21,휴먼인포텍,"['경력8년↑', '학력무관', '서울금천구외', '정규직외', '', '과장~차장급외']","SM, 시스템운영, SI, 서버관리",경력8년↑,학력무관,서울금천구외,정규직외,,과장~차장급외,
2789,[디몬스터] 웹/앱 디자이너 채용,/Recruit/GI_Read/42929351?rPageCode=SL&logpath=21,코딩코리아(CodingKorea),"['경력2년↑', '학력무관', '부산금정구', '정규직외', '', '사원급외']","모바일디자인, 앱 디자인, UI·UX기획, 웹에이전시, 웹 디자인",경력2년↑,학력무관,부산금정구,정규직외,,사원급외,
2790,IoT사업본부 네트워크 엔지니어 채용(보충역 산업기능요원),/Recruit/GI_Read/42969242?rPageCode=SL&logpath=21,어빌리티 시스템즈,"['신입·경력1년↑', '학력무관', '서울송파구', '계약직', '사원급']","NI, 솔루션영업, 솔루션, SI, 네트워크관리, 기술지원, 소프트웨어개발",신입·경력1년↑,학력무관,서울송파구,계약직,사원급,,
2791,유니티 개발 팀장,/Recruit/GI_Read/42969185?rPageCode=SL&logpath=21,㈜브이알크루,"['경력4년↑', '대졸↑', '서울강남구', '정규직', '10,000~13,000만원', '과장~차장급외']",소프트웨어개발,경력4년↑,대졸↑,서울강남구,정규직,"10,000~13,000만원",과장~차장급외,
2792,sw개발경력자구함/C#/android/ 대구,/Recruit/GI_Read/42969135?rPageCode=SL&logpath=21,엠제이소프트,"['경력2년↑', '초대졸↑', '대구수성구', '정규직', '4,500~5,000만원', '팀원']","솔루션, CRM, SI개발, ERP, 소프트웨어개발",경력2년↑,초대졸↑,대구수성구,정규직,"4,500~5,000만원",팀원,
2793,네트워크 Admin 채용(서울),/Recruit/GI_Read/42968991?rPageCode=SL&logpath=21,㈜프라임엔시스템,"['경력무관', '학력무관', '서울강서구외', '정규직']","스위치, 네트워크관리, 라우터, 백본, N/W 장비",경력무관,학력무관,서울강서구외,정규직,,,
2794,[중구/을지로3가역] 미들웨어/어플리케이션 운영 경력직 채용(JEUS),/Recruit/GI_Read/42968752?rPageCode=SL&logpath=21,언버스,"['경력5년↑', '학력무관', '서울중구외', '계약직외']","SM, WAS, 솔루션, 시스템운영, JEUS, WEB 어플리케이션, app, Tomcat, Application, 미들웨어, webtob, 서버관리, VMCloud, WAS",경력5년↑,학력무관,서울중구외,계약직외,,,
2795,AI R&D Engineer 채용 (유관 경력 2년 이상 혹은 관련 전공 석사 이상),/Recruit/GI_Read/42968540?rPageCode=SL&logpath=21,㈜코니스트,"['경력2년↑', '대졸↑', '서울마포구', '정규직']",인공지능,경력2년↑,대졸↑,서울마포구,정규직,,,
2796,AI Algorithm Engineer 채용 (유관 경력 2년 이상 혹은 관련 전공 석사 이상),/Recruit/GI_Read/42968532?rPageCode=SL&logpath=21,㈜코니스트,"['신입·경력2년↑', '대졸↑', '서울마포구', '정규직']",인공지능,신입·경력2년↑,대졸↑,서울마포구,정규직,,,
2797,AI Developer - Vision Computing Engineer 채용 (유관 경력 2년 이상 혹은 관련 전공 석사 이상),/Recruit/GI_Read/42968522?rPageCode=SL&logpath=21,㈜코니스트,"['신입·경력2년↑', '대졸↑', '서울마포구', '정규직']",인공지능,신입·경력2년↑,대졸↑,서울마포구,정규직,,,
2798,프론트엔드(Flutter) 개발자 모집 공고,/Recruit/GI_Read/42968335?rPageCode=SL&logpath=21,㈜인디제이,"['경력무관', '학력무관', '광주동구', '계약직', '2,900만원이상']","컨텐츠, 인터넷영화, 소셜네트워크서비스(SNS), 인터넷방송, 커뮤니티",경력무관,학력무관,광주동구,계약직,"2,900만원이상",,
2799,HTML5 기반 JavaScript  개발 경력직,/Recruit/GI_Read/42968323?rPageCode=SL&logpath=21,㈜아이북스,"['경력2년↑', '초대졸↑', '서울금천구', '정규직', '3,000~3,500만원', '주임~대리급']","솔루션, 소프트웨어개발",경력2년↑,초대졸↑,서울금천구,정규직,"3,000~3,500만원",주임~대리급,
