링크,회사명,법인명,채용내용,태그,뱃지,근무지,모집구분,학력조건
/zf_user/jobs/relay/view?view_type=list&rec_idx=46617666,(주)미라콤아이앤씨,삼성그룹,[삼성SDS 자회사] 2023 경력사원 채용,['기술지원데이터분석가데이터엔지니어앱개발웹개발 외'],구매·자재·물류 지원 TOP100,전국 외,경력 · 정규직,학력무관
/zf_user/jobs/relay/view?view_type=list&rec_idx=46541726&adsCategoryItem=effect_bold&,(주)유니젯,None,(주)유니젯 각 부문 신입/경력 채용,"['임베디드컴퓨터비전FPGAH', 'WS', 'W 외']",인기있는,경기 평택시,신입 · 경력 · 정규직,고졸↑
/zf_user/jobs/relay/view?view_type=list&rec_idx=46593588,교보생명보험(주),교보생명보험그룹,교보생명 경력사원 채용공고,"['데이터분석가데이터엔지니어백엔드', '서버개발웹개발웹마스터 외']",의료 지원 TOP100,서울 종로구 외,경력 · 정규직 외,대학교(4년)↑
/zf_user/jobs/relay/view?view_type=list&rec_idx=46621118,(주)새론솔루션,None,데이터 분석 및 AI 개발자 채용 (경력),"['데이터분석가데이터엔지니어백엔드', '서버개발앱개발프론트엔드 외']",취업축하금,경기 의왕시 외,1 ~ 7년 · 정규직,고졸↑
/zf_user/jobs/relay/view?view_type=list&rec_idx=46628271,(주)신화씨엔에스,None,네트워크/보안 유지보수팀 관리/운영(팀장급),['보안컨설팅유지보수정보보안SE(시스템엔지니어)네트워크 외'],취업축하금,서울 강남구 외,3 ~ 15년 · 정규직,"대학(2,3년)↑"
/zf_user/jobs/relay/view?view_type=list&rec_idx=46629563&adsCategoryItem=effect_bold&,(주)코비젼,None,각부문 경력채용-JAVA/.NET/PM/영업,"['백엔드', '서버개발웹개발유지보수프론트엔드SI개발 외']",IT개발·데이터 지원 급상승,서울 강서구 외,경력 2년↑ · 정규직,"대학(2,3년)↑"
/zf_user/jobs/relay/view?view_type=list&rec_idx=46592141&adsCategoryItem=effect_bold&,(주)우진산전,우진그룹,"우진그룹(우진산전,우진기전) 부문별 채용","['SE(시스템엔지니어)데이터마이닝DBMSH', 'WRDBMS 외']",IT개발·데이터 조회 TOP100,충북 청주시 외,신입 · 경력 · 정규직 외,고졸↑
/zf_user/jobs/relay/view?view_type=list&rec_idx=46562911&adsCategoryItem=effect_bold&,(주)래피젠,None,2023 신입/경력 공개채용,['C#C언어Linux사무행정임상시험 외'],인기있는,경기 안양시 동안구 외,신입 · 경력 · 정규직,"대학(2,3년)↑"
/zf_user/jobs/relay/view?view_type=list&rec_idx=46615348&adsCategoryItem=effect_bold&,(주)삼안,None,"총괄기획실&기술개발센터 개발,엔지니어,기획,디자이너 인재채용","['데이터분석가데이터엔지니어백엔드', '서버개발웹개발알고리즘 외']",IT개발·데이터 지원 급상승,서울 송파구,신입 · 경력 · 정규직 외,고졸↑
/zf_user/jobs/relay/view?view_type=list&rec_idx=46613691&adsCategoryItem=effect_bold&,(주)솔라테크,None,하반기 부문별 채용공고,['ERP전산회계계산서발행관리회계기업회계 외'],인기있는,경기 광명시 외,신입 · 경력 · 정규직,학력무관
/zf_user/jobs/relay/view?view_type=list&rec_idx=46631583,(주)로우카본,None,2023년도 각 부문 신입/경력 채용공고,"['영상처리감사전산회계IR', '공시4대보험 외']",연구·R&D 스크랩 TOP100,서울전체 외,신입 · 경력 · 정규직,고졸↑
/zf_user/jobs/relay/view?view_type=list&rec_idx=46633212,(주)에임메드,메디포스트그룹,React Native 프론트 개발자 채용,"['백엔드', '서버개발앱개발웹개발퍼블리셔프론트엔드 외']",취업축하금,서울 강남구 외,2 ~ 7년 · 정규직,학력무관
/zf_user/jobs/relay/view?view_type=list&rec_idx=46626862,(주)에스아이아이에스,쎄트렉아이그룹,위성영상 품질관리 정규직 채용,['영상처리SOA프로그램설계품질관리'],취업축하금,제주 제주시,신입 · 경력 · 정규직,대학교(4년)↑
/zf_user/jobs/relay/view?view_type=list&rec_idx=46166825&adsCategoryItem=effect_bold&,(주)코난테크놀로지,None,2023년 하반기 각 부문 신입/경력 상시 채용,"['기술지원데이터분석가백엔드', '서버개발보안컨설팅앱개발 외']",IT개발·데이터 스크랩 급상승,서울 서초구 외,신입 · 경력 · 정규직,대학교(4년)↑
/zf_user/jobs/relay/view?view_type=list&rec_idx=46628122&adsCategoryItem=effect_bold&,트리니티엔지니어링(주),None,CAE기술영업 신입 및 경력 모집,"['기술지원모델링이미지프로세싱S', 'WPython 외']",None,서울 양천구,신입 · 경력 · 정규직,대학교(4년)↑
/zf_user/jobs/relay/view?view_type=list&rec_idx=46475187,주식회사 매이드 (MADDE Inc.),None,2023년 하반기 분야별 엔지니어 채용[현대자동차 분사 스타트업],"['데이터엔지니어S', 'WAI(인공지능)C#C++ 외']",인기있는,서울 성동구 외,신입 · 경력 · 정규직,대학교(4년)↑
/zf_user/jobs/relay/view?view_type=list&rec_idx=46613839&adsCategoryItem=effect_bold&,(주)헤렌,None,[탄탄한 스타트업] (주)헤렌 공비서 사업개발 매니저 채용,['데이터분석가프로모션기획세일즈프로모션이벤트프로모션사업기획 외'],스타트업 인기 TOP100,서울 성동구,경력 · 정규직,학력무관
/zf_user/jobs/relay/view?view_type=list&rec_idx=46584310&adsCategoryItem=effect_bold&,(주)엔씨아이티에스,엔씨소프트그룹,[NC 자회사] ㈜NC ITS 시스템 엔지니어 채용,"['게임개발기술지원데이터분석가데이터엔지니어백엔드', '서버개발 외']",인기있는,경기 성남시 분당구,경력 5년↑ · 정규직 외,학력무관
/zf_user/jobs/relay/view?view_type=list&rec_idx=46558527&adsCategoryItem=effect_bold&,(주)리딩엠,None,[본사] 웹개발자 경력직 채용,['웹개발웹마스터유지보수SI개발반응형웹 외'],None,서울 강남구 외,경력 2년↑ · 정규직,"대학(2,3년)↑"
/zf_user/jobs/relay/view?view_type=list&rec_idx=46567577&adsCategoryItem=effect_bold&,에스엘(주),에스엘그룹,에스엘 하반기 전자 R&D 대규모 채용(경력),['기술지원데이터분석가데이터엔지니어웹개발웹마스터 외'],연구·R&D 지원 TOP100,경기 안양시 외,경력 · 정규직,대학교(4년)↑
/zf_user/jobs/relay/view?view_type=list&rec_idx=46633213,(주)에임메드,메디포스트그룹,Java/Node.js 개발 경력자 채용,"['백엔드', '서버개발웹개발프론트엔드SE(시스템엔지니어)인프라 외']",취업축하금,서울 강남구 외,3 ~ 10년 · 정규직,"대학(2,3년)↑"
/zf_user/jobs/relay/view?view_type=list&rec_idx=45511203&adsCategoryItem=effect_bold&,(주)이티에스,None,2023년 부문별 신입/경력직 모집,"['백엔드', '서버개발네트워크방화벽S', 'WASP 외']",인기있는,충남 아산시 외,신입 · 경력 · 정규직,학력무관
/zf_user/jobs/relay/view?view_type=list&rec_idx=46604268&adsCategoryItem=effect_bold&,바탕에비뉴(주),None,빅데이터 분석가/JAVA 개발자 채용,"['데이터분석가데이터엔지니어백엔드', '서버개발웹개발퍼블리셔 외']",인기있는,서울 금천구 외,경력 · 정규직 외,대학교(4년)↑
/zf_user/jobs/relay/view?view_type=list&rec_idx=46592966&adsCategoryItem=effect_bold&,쌍용교육센터,None,쌍용교육센터 웹프로그래밍 강사 모집,['웹개발웹마스터SI개발반응형웹솔루션 외'],None,서울 강남구 외,경력 5년↑ · 정규직 외,"대학(2,3년)↑"
/zf_user/jobs/relay/view?view_type=list&rec_idx=46627650,(주)알라딘커뮤니케이션,None,[알라딘] 검색 개발자,"['백엔드', '서버개발검색엔진APIDevOpsC++ 외']",IT개발·데이터 지원 급상승,서울 중구,경력 2년↑ · 정규직,학력무관
/zf_user/jobs/relay/view?view_type=list&rec_idx=46536573&adsCategoryItem=effect_bold&,(주)DYB최선어학원,None,[직영] DYB최선어학원 각 부문 STAFF 모집,['영상처리AjaxAWSHTMLHTML5 외'],교육 스크랩 TOP100,서울 강남구 외,신입 · 경력 · 정규직,대학교(4년)↑
/zf_user/jobs/relay/view?view_type=list&rec_idx=46609338&adsCategoryItem=effect_bold&,(주)지어소프트,지어오아시스그룹,"JAVA, Spring 웹 개발(경력)","['백엔드', '서버개발프론트엔드DBMSRDBMSJava 외']",인기있는,서울 종로구,경력 · 정규직,"대학(2,3년)↑"
/zf_user/jobs/relay/view?view_type=list&rec_idx=46613908&adsCategoryItem=effect_bold&,한국로봇융합연구원,None,(~10/03) 취업연계형 Robot Experts 집중양성 과정 4기 교육생 모집,['유지보수딥러닝머신러닝빅데이터영상처리 외'],인기있는,경북 구미시 외,경력무관 · 교육생,"대학(2,3년)↑"
/zf_user/jobs/relay/view?view_type=list&rec_idx=46627237,(주)에스아이아이에스,쎄트렉아이그룹,위성영상 연구개발 정규직 채용,['GISC#C++JavaMatlab 외'],취업축하금,대전 유성구,신입 · 경력 · 정규직,대학교(4년)↑
/zf_user/jobs/relay/view?view_type=list&rec_idx=46558100,한국투자공사,기획재정부그룹,2023년도 청년인턴 채용공고,['SE(시스템엔지니어)인프라MSSQLMySQLNoSQL 외'],인기있는,서울 중구,경력무관 · 인턴직,학력무관
/zf_user/jobs/relay/view?view_type=list&rec_idx=46599386,(주)토비스,토비스그룹,㈜토비스 2023년 하반기 신입·경력 채용,"['임베디드펌웨어APMH', 'WS', 'W 외']",영업·판매·무역 조회 TOP100,인천 연수구 외,신입 · 경력 · 정규직,"대학(2,3년)↑"
/zf_user/jobs/relay/view?view_type=list&rec_idx=46605495,케이엘에이텐코코리아(주),None,2023년 KLA Korea신입 및 경력사원 채용 안내,['임베디드펌웨어어셈블리C#C++ 외'],인기있는,경기 화성시 외,신입 · 경력 · 정규직,대학교(4년)↑
/zf_user/jobs/relay/view?view_type=list&rec_idx=46612173&adsCategoryItem=effect_bold&,(주)동구밭,None,(주)동구밭 브랜드사 경력직 채용,['데이터분석가손익관리채권관리콘텐츠관리경영지원 외'],영업·판매·무역 지원 TOP100,서울 성동구 외,경력 · 계약직,학력무관
/zf_user/jobs/relay/view?view_type=list&rec_idx=46626594&adsCategoryItem=effect_bold&,옵티시스(주),None,옵티시스㈜ 분야별 신입/경력사원 모집,"['정보통신펌웨어H', 'WS', 'WAndroid 외']",스타트업 인기 TOP100,경기 성남시 수정구 외,신입 · 경력 · 정규직,고졸↑
/zf_user/jobs/relay/view?view_type=list&rec_idx=46599710&adsCategoryItem=effect_bold&,(주)에이치알에스,None,"2023년 하반기 신입, 경력 사원 모집",['기술지원더존4대보험급여(Payroll)원천세신고 외'],연구·R&D 스크랩 TOP100,경기 평택시 외,신입 · 경력 · 정규직,학력무관
/zf_user/jobs/relay/view?view_type=list&rec_idx=46584299&adsCategoryItem=effect_bold&,(주)엔씨아이티에스,엔씨소프트그룹,[NC 자회사] ㈜NC ITS 게임웹운영 인원 채용,['게임개발기술지원GM(게임운영)트러블슈팅게시판관리 외'],None,경기 성남시 분당구,경력무관 · 계약직,"대학(2,3년)↑"
/zf_user/jobs/relay/view?view_type=list&rec_idx=46623822,(주)케이티,케이티그룹,2023년 9월 KT 신입사원 채용,"['백엔드', '서버개발보안컨설팅웹개발정보보안퍼블리셔 외']",IT개발·데이터 지원 TOP100,서울전체 외,신입 · 정규직 외,대학교(4년)↑
/zf_user/jobs/relay/view?view_type=list&rec_idx=46627270,(주)에스아이아이에스,쎄트렉아이그룹,위성영상 시스템관리 정규직 채용,"['백엔드', '서버개발보안컨설팅유지보수정보보안네트워크 외']",취업축하금,제주 제주시,신입 · 경력 · 정규직,대학교(4년)↑
/zf_user/jobs/relay/view?view_type=list&rec_idx=46570491,(주)잇팩,None,솔루션(웹/서버/통신) 프로그램 개발자 모집,"['백엔드', '서버개발웹개발웹마스터유지보수정보보안 외']",인기있는,서울 중구 외,경력 · 정규직,학력무관
/zf_user/jobs/relay/view?view_type=list&rec_idx=46589736,(주)교원,교원라이프그룹,[교원그룹] 9월 신입/경력 정기 수시채용,"['데이터분석가데이터엔지니어백엔드', '서버개발앱개발유지보수 외']",인기있는,서울 중구 외,신입 · 경력 · 정규직,고졸↑
/zf_user/jobs/relay/view?view_type=list&rec_idx=46605590,(주)한화,한화그룹,㈜한화 글로벌/모멘텀 2023 신입/경력 사원 채용,"['데이터분석가백엔드', '서버개발앱개발웹개발프론트엔드 외']",건설·건축 지원 TOP100,서울 중구 외,신입 · 경력 · 정규직,대학교(4년)↑
/zf_user/jobs/relay/view?view_type=list&rec_idx=46574720,(주)스마트비전,네오퍼스트그룹,각 분야 신입/경력사원 채용공고,['기술지원유지보수정보보안SE(시스템엔지니어)빅데이터 외'],인기있는,전남전체 외,신입 · 경력 · 정규직,학력무관
/zf_user/jobs/relay/view?view_type=list&rec_idx=46532124,(주)글로벌코넷,None,초보자 환영 기술팀 신입/경력 정규직 사원모집,['기술지원데이터엔지니어유지보수정보보안SE(시스템엔지니어) 외'],인기있는,경기 안양시 동안구 외,경력무관 · 정규직,학력무관
/zf_user/jobs/relay/view?view_type=list&rec_idx=46575481&adsCategoryItem=effect_bold&,(주)청해,None,롯데호텔제주 세븐스타카지노 각 부문 신입/경력 채용 공고,"['백엔드', '서버개발GM(게임운영)IT컨설팅QA', '테스터SE(시스템엔지니어) 외']",서비스 스크랩 급상승,제주 서귀포시 외,신입 · 경력 · 정규직,학력무관
/zf_user/jobs/relay/view?view_type=list&rec_idx=46628668,(주)소프트베르크,None,컨설팅 영업사원 채용,"['솔루션H', 'WS', 'W기술영업영업관리 외']",취업축하금,서울 강남구 외,신입 · 경력 · 정규직,"대학(2,3년)↑"
/zf_user/jobs/relay/view?view_type=list&rec_idx=46629411&adsCategoryItem=effect_bold&,(주)섹타나인,SPC그룹,[SPC그룹] Secta9ine 각 부분 경력사원 채용,"['백엔드', '서버개발보안컨설팅앱개발웹개발웹마스터 외']",중견기업 인기 TOP100,서울 강남구 외,경력 · 정규직,대학교(4년)↑
/zf_user/jobs/relay/view?view_type=list&rec_idx=46629818&adsCategoryItem=effect_bold&,(주)클루닉스,None,2023 하반기 신입/경력 정규직 채용,"['백엔드', '서버개발프론트엔드딥러닝클라우드AI(인공지능) 외']",인기있는,서울 영등포구 외,신입 · 경력 · 정규직,학력무관
/zf_user/jobs/relay/view?view_type=list&rec_idx=46633225,(주)에임메드,메디포스트그룹,"Delphi, VB 경력직 채용(1년 계약직)","['백엔드', '서버개발웹개발DBASE(시스템엔지니어)인프라 외']",취업축하금,서울 강남구 외,1 ~ 7년 · 정규직,"대학(2,3년)↑"
/zf_user/jobs/relay/view?view_type=list&rec_idx=45987137&adsCategoryItem=effect_bold&,한국기술교육직업전문학교,None,"23년 하반기 전액국비 IT(JAVA/핀테크, 정보보안/네트워크)교육","['게임개발기술지원데이터분석가데이터엔지니어백엔드', '서버개발 외']",급성장중,부산 동래구,경력무관 · 교육생,학력무관
/zf_user/jobs/relay/view?view_type=list&rec_idx=46459362,(주)파미,None,2023년 각 부문별 신입/경력 채용,['기술지원DBA딥러닝알고리즘영상처리 외'],인기있는,대전 유성구 외,신입 · 경력 · 정규직,"대학(2,3년)↑"
/zf_user/jobs/relay/view?view_type=list&rec_idx=46575693&adsCategoryItem=effect_bold&,(주)싸이몬,None,㈜싸이몬 2023 하반기 연구소 공개 채용,"['펌웨어H', 'WMCUC++C언어 외']",인기있는,경기 용인시 외,신입 · 경력 · 정규직,대학교(4년)↑
