,년,월,제목,부제목,링크,작가,출판사,출판일,가격,리뷰,리뷰링크,별점,태그,book_id
0,2023,8,세이노의 가르침,,https://www.yes24.com//Product/Goods/117014613,['세이노(SayNo)'],데이원,2023년 03월,"6,480원",299,https://www.yes24.com/Product/Goods/117014613?ReviewYn=Y,9.1,"['#성공신화', '#성공하고싶다면', '#삶이고민될때', '#인생지침서', '#크레마클럽에있어요']",117014613
1,2023,8,1%를 읽는 힘,,https://www.yes24.com//Product/Goods/121812955,['메르'],토네이도,2023년 08월,"19,800원",45,https://www.yes24.com/Product/Goods/121812955?ReviewYn=Y,10.0,"['#이달의굿즈', '#이달의주목신간', '#얼리리더', '#투자가이드', '#1분만투자하세요']",121812955
2,2023,8,아메리칸 프로메테우스 (특별판),로버트 오펜하이머 평전,https://www.yes24.com//Product/Goods/119650815,['카이 버드'],사이언스북스,2023년 06월,"22,500원",34,https://www.yes24.com/Product/Goods/119650815?ReviewYn=Y,9.2,"['#이달의굿즈', '#영화드라마원작', '#과학_물화생지', '#빛나는평전', '#과학자']",119650815
3,2023,8,문과 남자의 과학 공부,나는 무엇이고 왜 존재하며 어디로 가는가?,https://www.yes24.com//Product/Goods/119608737,['유시민'],돌베개,2023년 06월,"15,750원",118,https://www.yes24.com/Product/Goods/119608737?ReviewYn=Y,9.2,"['#이달의굿즈', '#재미있는과학', '#과학입문', '#교양과학']",119608737
4,2023,8,도둑맞은 집중력,"집중력 위기의 시대, 삶의 주도권을 되찾는 법",https://www.yes24.com//Product/Goods/118579613,['요한 하리'],어크로스,2023년 04월,"16,920원",109,https://www.yes24.com/Product/Goods/118579613?ReviewYn=Y,9.2,"['#이달의굿즈', '#집중맞은도둑력', '#책읽아웃', '#사회비판', '#사회의이면']",118579613
5,2023,8,이토록 공부가 재미있어지는 순간,공부에 지친 청소년들을 위한 힐링 에세이,https://www.yes24.com//Product/Goods/16384156,['박성혁'],다산북스,2023년 08월,"16,200원",354,https://www.yes24.com/Product/Goods/16384156?ReviewYn=Y,9.4,"['#독서지도안', '#공부는왜할까?', '#북클러버의선택', '#일생의기술', '#공부법']",16384156
6,2023,8,도시와 그 불확실한 벽,,https://www.yes24.com//Product/Goods/122090075,['무라카미 하루키'],문학동네,2023년 09월,"17,550원",31,https://www.yes24.com/Product/Goods/122090075?ReviewYn=Y,8.9,"['#문학뉴스레터에소개된책', '#이달의굿즈', '#하루키신드롬', '#하루키월드', '#오랜만이에요작가님']",122090075
7,2023,8,역행자 확장판,돈·시간·운명으로부터 완전한 자유를 얻는 7단계 인생 공략집,https://www.yes24.com//Product/Goods/119120517,['자청'],웅진지식하우스,2023년 05월,"17,550원",127,https://www.yes24.com/Product/Goods/119120517?ReviewYn=Y,9.6,"['#이달의굿즈', '#크레마클럽에있어요', '#성공학', '#성공의공식', '#성공하는사업의비결']",119120517
8,2023,8,아주 희미한 빛으로도,,https://www.yes24.com//Product/Goods/120761010,['최은영'],문학동네,2023년 08월,"15,120원",37,https://www.yes24.com/Product/Goods/120761010?ReviewYn=Y,9.8,"['#얼리리더', '#이달의굿즈', '#사회의이면', '#오랜만이에요작가님', '#아름다운문장']",120761010
9,2023,8,최소한의 한국사,5천 년 역사가 단숨에 이해되는,https://www.yes24.com//Product/Goods/119458052,['최태성'],프런트페이지,2023년 06월,"16,200원",60,https://www.yes24.com/Product/Goods/119458052?ReviewYn=Y,9.9,"['#다시읽는역사', '#교과서에없는역사', '#ㅁㅁ로읽는역사', '#잊지말아야할역사', '#역사지식']",119458052
10,2023,8,메리골드 마음 세탁소,,https://www.yes24.com//Product/Goods/117716170,['윤정은'],북로망스,2023년 03월,"13,500원",103,https://www.yes24.com/Product/Goods/117716170?ReviewYn=Y,9.2,"['#이달의굿즈', '#마음을전해요', '#소설로읽는마법의세계', '#후회없는삶', '#위로의말']",117716170
11,2023,8,아홉 살에 시작하는 똑똑한 초등신문,초등학생이 꼭 알아야 하는 최신 뉴스,https://www.yes24.com//Product/Goods/118413014,['신효원'],책장속북스,2023년 05월,"15,750원",77,https://www.yes24.com/Product/Goods/118413014?ReviewYn=Y,9.8,"['#독서지도안', '#상식채우기', '#어린이지식교양', '#초등교양']",118413014
12,2023,8,ETS 토익 정기시험 기출문제집 1000 Vol.3 READING 리딩 ,,https://www.yes24.com//Product/Goods/105384881,['ETS'],YBM(와이비엠),2021년 12월,"16,020원",125,https://www.yes24.com/Product/Goods/105384881?ReviewYn=Y,9.6,"['#분철', '#토익만점기출로잡는다']",105384881
13,2023,8,2023 박문각 공인중개사 김덕수 최종요약서 1차 민법·민사특별법,,https://www.yes24.com//Product/Goods/121191993,['김덕수'],박문각,2023년 08월,"15,300원",5,https://www.yes24.com/Product/Goods/121191993?ReviewYn=Y,9.6,"['#분철', '#공인중개사교재', '#공인중개사파이널']",121191993
14,2023,8,주술회전 23 더블특장판,별과 기름,https://www.yes24.com//Product/Goods/121961023,['아쿠타미 게게'],서울미디어코믹스(서울문화사),2023년 08월,"5,400원",33,https://www.yes24.com/Product/Goods/121961023?ReviewYn=Y,10.0,[],121961023
15,2023,8,ETS 토익 정기시험 기출문제집 1000 Vol.3 LISTENING 리스닝  ,,https://www.yes24.com//Product/Goods/105384874,['ETS'],YBM(와이비엠),2021년 12월,"16,020원",121,https://www.yes24.com/Product/Goods/105384874?ReviewYn=Y,9.6,"['#분철', '#토익만점기출로잡는다']",105384874
16,2023,8,위기의 역사,외환위기부터 인플레이션의 부활까지 경제위기의 생성과 소멸,https://www.yes24.com//Product/Goods/120163724,['오건영'],페이지2,2023년 07월,"25,200원",88,https://www.yes24.com/Product/Goods/120163724?ReviewYn=Y,9.9,"['#얼리리더', '#이달의굿즈', '#미래전망', '#금융위기', '#경제사']",120163724
17,2023,8,[예스리커버] 아기 판다 푸바오,,https://www.yes24.com//Product/Goods/120253399,['에버랜드 동물원'],시공주니어,2023년 07월,"18,000원",63,https://www.yes24.com/Product/Goods/120253399?ReviewYn=Y,9.9,"['#아기동물성장기', '#푸바오_생일축하해', '#한정판매중', '#예스리커버', '#판다를판다']",120253399
18,2023,8,더 플로,시대의 운명을 내다본 사람이 부를 거머쥔다,https://www.yes24.com//Product/Goods/119512317,['안유화'],경이로움,2023년 08월,"18,900원",19,https://www.yes24.com/Product/Goods/119512317?ReviewYn=Y,9.2,"['#이달의굿즈', '#부자되는법', '#똑똑하게투자하기', '#미래전망']",119512317
19,2023,8,2023 박문각 공인중개사 박윤모 최종요약서 2차 부동산공시법령,,https://www.yes24.com//Product/Goods/121511028,['박윤모'],박문각,2023년 08월,"11,700원",0,None,0,"['#분철', '#공인중개사교재', '#공인중개사파이널']",121511028
20,2023,8,돈의 속성 300쇄 리커버,,https://www.yes24.com//Product/Goods/90428162,['김승호'],스노우폭스북스,2020년 06월,"16,020원",372,https://www.yes24.com/Product/Goods/90428162?ReviewYn=Y,9.3,"['#주식투자입문', '#주식초보', '#다시보는2020', '#올해의책', '#금융문맹탈출']",90428162
21,2023,8,그럴 수 있어,양희은 에세이 ,https://www.yes24.com//Product/Goods/119878154,['양희은'],웅진지식하우스,2023년 07월,"15,120원",34,https://www.yes24.com/Product/Goods/119878154?ReviewYn=Y,9.8,"['#크레마클럽에있어요', '#책읽아웃']",119878154
22,2023,8,2023 에듀윌 공인중개사 오시훈 필살키 최종이론&마무리100선 부동산공법,,https://www.yes24.com//Product/Goods/121575249,['오시훈'],에듀윌,2023년 08월,"12,600원",8,https://www.yes24.com/Product/Goods/121575249?ReviewYn=Y,10.0,"['#분철', '#공인중개사파이널', '#공인중개사교재']",121575249
23,2023,8,2023 박문각 공인중개사 정지웅 최종요약서 2차 공인중개사법·중개실무,,https://www.yes24.com//Product/Goods/121176251,['정지웅'],박문각,2023년 07월,"14,400원",4,https://www.yes24.com/Product/Goods/121176251?ReviewYn=Y,9.1,"['#분철', '#공인중개사교재', '#공인중개사파이널']",121176251
24,2023,8,긴긴밤,,https://www.yes24.com//Product/Goods/97255028,['루리'],문학동네,2021년 02월,"10,350원",366,https://www.yes24.com/Product/Goods/97255028?ReviewYn=Y,9.8,"['#대장금_출판사대표추천도서', '#독서지도안', '#북클러버의선택', '#2022아침독서추천도서', '#내맘대로올해의책']",97255028
25,2023,8,모든 삶은 흐른다,삶의 지표가 필요한 당신에게 바다가 건네는 말,https://www.yes24.com//Product/Goods/118104953,['로랑스 드빌레르'],피카(FIKA),2023년 04월,"15,120원",78,https://www.yes24.com/Product/Goods/118104953?ReviewYn=Y,9.4,"['#이달의굿즈', '#바다인문학', '#크레마클럽에있어요', '#인문학의쓸모', '#깊은에세이']",118104953
26,2023,8,원씽 THE ONE THING,복잡한 세상을 이기는 단순함의 힘,https://www.yes24.com//Product/Goods/9349031,['게리 켈러'],비즈니스북스,2013년 08월,"12,600원",243,https://www.yes24.com/Product/Goods/9349031?ReviewYn=Y,9.1,"['#스페셜에디션', '#성공하고싶다면', '#일하는방식', '#생활습관', '#국립중앙도서관사서추천']",9349031
27,2023,8,우리는 모두 죽는다는 것을 기억하라,,https://www.yes24.com//Product/Goods/82287934,['웨인 다이어'],토네이도,2019년 11월,"15,300원",40,https://www.yes24.com/Product/Goods/82287934?ReviewYn=Y,9.1,"['#지혜롭게살기', '#삶의기술', '#삶의목적세우기', '#삶의자세']",82287934
28,2023,8,흔한남매 이무기 1,이해하면 무서운 이야기,https://www.yes24.com//Product/Goods/120494987,['흔한남매'],미래엔아이세움,2023년 07월,"13,050원",50,https://www.yes24.com/Product/Goods/120494987?ReviewYn=Y,10.0,"['#코믹/개그물', '#코믹호러']",120494987
29,2023,8,꿀벌의 예언 1,,https://www.yes24.com//Product/Goods/119609441,['베르나르 베르베르'],열린책들,2023년 06월,"15,120원",109,https://www.yes24.com/Product/Goods/119609441?ReviewYn=Y,9.6,"['#이달의굿즈', '#크레마클럽에있어요']",119609441
30,2023,8,김재우의 영어회화 100,원어민처럼 말하는 진짜 영어회화 ,https://www.yes24.com//Product/Goods/119882948,['김재우'],상상스퀘어,2023년 07월,"19,800원",6,https://www.yes24.com/Product/Goods/119882948?ReviewYn=Y,9.6,"['#분철', '#여행가서한마디', '#누구나영어할수있다', '#영어공부']",119882948
31,2023,8,2023 박문각 공인중개사 최성진 최종요약서 2차 부동산공법,,https://www.yes24.com//Product/Goods/121776751,['최성진'],박문각,2023년 08월,"17,100원",0,None,0,"['#공인중개사파이널', '#공인중개사교재']",121776751
32,2023,8,슈퍼노멀,폭발적 성과를 만드는 평범한 사람들,https://www.yes24.com//Product/Goods/121911662,['주언규'],웅진지식하우스,2023년 08월,"17,550원",33,https://www.yes24.com/Product/Goods/121911662?ReviewYn=Y,9.6,['#얼리리더'],121911662
33,2023,8,내면소통,삶의 변화를 가져오는 마음근력 훈련,https://www.yes24.com//Product/Goods/117643865,['김주환'],인플루엔셜,2023년 02월,"29,700원",49,https://www.yes24.com/Product/Goods/117643865?ReviewYn=Y,9.2,"['#회복탄력성', '#마음챙김', '#마음근력']",117643865
34,2023,8,최민준의 아들코칭 백과,"기질 파악부터 말공부, 사회성, 감정코칭까지",https://www.yes24.com//Product/Goods/122103181,['최민준'],위즈덤하우스,2023년 08월,"16,920원",10,https://www.yes24.com/Product/Goods/122103181?ReviewYn=Y,9.7,"['#육아고수노하우', '#자녀교육', '#아들키우기']",122103181
35,2023,8,2023 에듀윌 공인중개사 김민석 필살키 최종이론&마무리100선 부동산공시법,,https://www.yes24.com//Product/Goods/121575225,['김민석'],에듀윌,2023년 08월,"11,700원",8,https://www.yes24.com/Product/Goods/121575225?ReviewYn=Y,10.0,"['#분철', '#공인중개사교재', '#공인중개사파이널']",121575225
36,2023,8,2023 박문각 공인중개사 김백중 최종요약서 1차 부동산학개론,,https://www.yes24.com//Product/Goods/121552768,['김백중'],박문각,2023년 08월,"15,300원",0,None,0,"['#분철', '#공인중개사교재', '#공인중개사파이널']",121552768
37,2023,8,디케의 눈물,대한검국에 맞선 조국의 호소,https://www.yes24.com//Product/Goods/122091079,['조국'],다산북스,2023년 08월,"16,920원",17,https://www.yes24.com/Product/Goods/122091079?ReviewYn=Y,9.3,"['#법은정의로운가', '#법을바라보는법']",122091079
38,2023,8,2023 에듀윌 공인중개사 심정욱 필살키 최종이론&마무리100선 민법 및 민사특별법,,https://www.yes24.com//Product/Goods/121575230,['심정욱'],에듀윌,2023년 08월,"11,700원",8,https://www.yes24.com/Product/Goods/121575230?ReviewYn=Y,10.0,"['#분철', '#공인중개사파이널', '#공인중개사교재']",121575230
39,2023,8,하늘과 바람과 별과 인간,원자에서 인간까지,https://www.yes24.com//Product/Goods/118680704,['김상욱'],바다출판사,2023년 05월,"16,020원",34,https://www.yes24.com/Product/Goods/118680704?ReviewYn=Y,9.7,"['#교양쌓기', '#과학_물화생지', '#물리공부', '#물리', '#알쓸신잡']",118680704
40,2023,8,부자의 그릇,돈을 다루는 능력을 키우는 법,https://www.yes24.com//Product/Goods/96087459,['이즈미 마사토'],다산북스,2020년 12월,"13,500원",142,https://www.yes24.com/Product/Goods/96087459?ReviewYn=Y,9.4,"['#편집자의시대_편집자가만든책', '#크레마클럽에있어요', '#돈좀벌어보자', '#돈이란무엇인가', '#돈구경시켜드릴게']",96087459
41,2023,8,최애의 아이 11 ,,https://www.yes24.com//Product/Goods/120760865,['아카사카 아카'],대원,2023년 07월,"5,400원",31,https://www.yes24.com/Product/Goods/120760865?ReviewYn=Y,10.0,[],120760865
42,2023,8,꿀벌의 예언 2,,https://www.yes24.com//Product/Goods/119609465,['베르나르 베르베르'],열린책들,2023년 06월,"15,120원",81,https://www.yes24.com/Product/Goods/119609465?ReviewYn=Y,9.6,['#크레마클럽에있어요'],119609465
43,2023,8,당신의 인생이 왜 힘들지 않아야 한다고 생각하십니까,쇼펜하우어 아포리즘,https://www.yes24.com//Product/Goods/119562091,['아르투어 쇼펜하우어'],포레스트북스,2023년 06월,"15,750원",30,https://www.yes24.com/Product/Goods/119562091?ReviewYn=Y,9.6,"['#이달의굿즈', '#팩트폭행인생조언', '#철학자의인생론', '#슬기로운인생', '#아포리즘']",119562091
44,2023,8,비가 오면 열리는 상점,,https://www.yes24.com//Product/Goods/119577650,['유영광'],클레이하우스,2023년 06월,"15,120원",30,https://www.yes24.com/Product/Goods/119577650?ReviewYn=Y,9.4,"['#크레마클럽에있어요', '#행복해지고싶은당신에게', '#감동물', '#힐링판타지', '#감성여행']",119577650
45,2023,8,참을 수 없는 존재의 가벼움,,https://www.yes24.com//Product/Goods/61933303,['밀란 쿤데라'],민음사,2018년 06월,"15,300원",123,https://www.yes24.com/Product/Goods/61933303?ReviewYn=Y,9.4,"['#이달의굿즈', '#알쓸인잡', '#방탄책방', '#20세기고전', '#김영하의책읽는시간']",61933303
46,2023,8,흔한남매 과학 탐험대 8 생물 2,,https://www.yes24.com//Product/Goods/120007834,['흔한남매'],주니어김영사,2023년 07월,"12,600원",16,https://www.yes24.com/Product/Goods/120007834?ReviewYn=Y,9.9,"['#쉽게배우는과학', '#재미있는과학', '#학습만화', '#유튜버']",120007834
47,2023,8,자본주의,쉬지 않고 일하는데 나는 왜 이렇게 살기 힘든가,https://www.yes24.com//Product/Goods/11081680,['정지은'],가나출판사,2013년 09월,"15,300원",128,https://www.yes24.com/Product/Goods/11081680?ReviewYn=Y,9.1,"['#크레마클럽에있어요', '#북클러버의선택', '#금융문맹탈출']",11081680
48,2023,8,모순,양귀자 장편소설 ,https://www.yes24.com//Product/Goods/8759796,['양귀자'],쓰다,2013년 04월,"11,700원",253,https://www.yes24.com/Product/Goods/8759796?ReviewYn=Y,9.5,"['#삶의의미', '#삶을노래하다', '#여성서사']",8759796
49,2023,8,불편한 편의점,,https://www.yes24.com//Product/Goods/99308021,['김호연'],나무옆의자,2021년 04월,"12,600원",518,https://www.yes24.com/Product/Goods/99308021?ReviewYn=Y,9.2,"['#2022포천시올해의책', '#2022광양시올해의책', '#크레마클럽에있어요', '#흩날리는벚꽃속에서', '#2022경남독서한마당선정도서']",99308021
50,2023,8,2023 에듀윌 공인중개사 임선정 필살키 최종이론&마무리100선 공인중개사법령 및 중개실무,,https://www.yes24.com//Product/Goods/121575259,['임선정'],에듀윌,2023년 08월,"11,700원",10,https://www.yes24.com/Product/Goods/121575259?ReviewYn=Y,10.0,"['#분철', '#공인중개사교재', '#공인중개사파이널']",121575259
51,2023,8,삼가 이와 같이 아뢰옵니다,,https://www.yes24.com//Product/Goods/120465998,['미야베 미유키'],북스피어,2023년 08월,"17,820원",17,https://www.yes24.com/Product/Goods/120465998?ReviewYn=Y,10.0,['#크레마클럽에있어요'],120465998
52,2023,8,"2023 큰별쌤 최태성의 별별한국사 한국사능력검정시험 심화(1,2,3급) 상",,https://www.yes24.com//Product/Goods/116206629,['최태성'],이투스북,2022년 12월,"13,950원",24,https://www.yes24.com/Product/Goods/116206629?ReviewYn=Y,10.0,"['#분철', '#한능검', '#한능검심화', '#한국사대표강사', '#모두의별별한국사']",116206629
53,2023,8,2023 박문각 공인중개사 정석진 최종요약서 2차 부동산세법,,https://www.yes24.com//Product/Goods/121208098,['정석진'],박문각,2023년 08월,"12,600원",0,None,0,"['#분철', '#공인중개사교재', '#공인중개사파이널']",121208098
54,2023,8,사장학개론,,https://www.yes24.com//Product/Goods/117958120,['김승호'],스노우폭스북스,2023년 04월,"22,500원",61,https://www.yes24.com/Product/Goods/117958120?ReviewYn=Y,9.4,"['#얼리리더', '#리더가되고싶어', '#리더들이읽는책', '#유능한리더되기', '#성공하는기업']",117958120
55,2023,8,일론 머스크,,https://www.yes24.com//Product/Goods/121946952,['월터 아이작슨'],21세기북스,2023년 09월,"34,200원",8,https://www.yes24.com/Product/Goods/121946952?ReviewYn=Y,10.0,"['#이달의주목신간', '#얼리리더', '#성공스토리', '#혁신가']",121946952
56,2023,8,대한민국 돈의 역사,돈을 벌기 위해서는 역사에서 교훈을 얻어야 한다,https://www.yes24.com//Product/Goods/121144774,['홍춘욱'],상상스퀘어,2023년 08월,"29,700원",4,https://www.yes24.com/Product/Goods/121144774?ReviewYn=Y,8.0,[],121144774
57,2023,8,2023 에듀윌 공인중개사 한영규 필살키 최종이론&마무리100선 부동산세법,,https://www.yes24.com//Product/Goods/121575265,['한영규'],에듀윌,2023년 08월,"11,700원",7,https://www.yes24.com/Product/Goods/121575265?ReviewYn=Y,10.0,"['#분철', '#공인중개사교재', '#공인중개사파이널']",121575265
58,2023,8,2023 에듀윌 공인중개사 이영방 필살키 최종이론&마무리100선 부동산학개론,,https://www.yes24.com//Product/Goods/121575255,['이영방'],에듀윌,2023년 08월,"11,700원",10,https://www.yes24.com/Product/Goods/121575255?ReviewYn=Y,10.0,"['#분철', '#공인중개사교재', '#공인중개사파이널']",121575255
59,2023,8,파친코 1,,https://www.yes24.com//Product/Goods/110641272,['이민진'],인플루엔셜,2022년 07월,"14,220원",181,https://www.yes24.com/Product/Goods/110641272?ReviewYn=Y,9.6,"['#올해의책', '#가을에어울리는책', '#빠져드는흡인력', '#월드클래스', '#추리책방']",110641272
60,2023,8,해커스 토익 기출  VOCA 보카,주제별 연상암기로 토익 영단어 30일 완성! 토익 최신 기출 어휘 수록 ,https://www.yes24.com//Product/Goods/67362730,['David Cho'],해커스어학연구소,2020년 03월,"11,610원",265,https://www.yes24.com/Product/Goods/67362730?ReviewYn=Y,9.6,"['#분철', '#토익초보추천', '#토익보카', '#신유형반영', '#너도나도보는토익기본서']",67362730
61,2023,8,"2023 큰별쌤 최태성의 별별한국사 한국사능력검정시험 심화(1,2,3급) 하",,https://www.yes24.com//Product/Goods/116206662,['최태성'],이투스북,2022년 12월,"13,500원",17,https://www.yes24.com/Product/Goods/116206662?ReviewYn=Y,9.9,"['#분철', '#한능검', '#한능검고급', '#한능검심화', '#모두의별별한국사']",116206662
62,2023,8,너무나 많은 여름이,,https://www.yes24.com//Product/Goods/119810837,['김연수'],레제,2023년 06월,"14,400원",29,https://www.yes24.com/Product/Goods/119810837?ReviewYn=Y,9.6,"['#책읽아웃', '#짧은소설', '#명문장', '#마음을전해요', '#여름맛']",119810837
63,2023,8,데일 카네기 인간관계론 (무삭제 완역본),,https://www.yes24.com//Product/Goods/79297023,['데일 카네기'],현대지성,2019년 10월,"10,350원",362,https://www.yes24.com/Product/Goods/79297023?ReviewYn=Y,9.5,"['#크레마클럽에있어요', '#북클러버의선택', '#요즘책방:책읽어드립니다', '#인생지침서', '#대화의기술']",79297023
64,2023,8,코스모스,특별판,https://www.yes24.com//Product/Goods/2312211,['칼 에드워드 세이건'],사이언스북스,2006년 12월,"17,910원",437,https://www.yes24.com/Product/Goods/2312211?ReviewYn=Y,9.4,"['#이달의굿즈', '#인문위클리레터에소개된책', '#스테디에는이유가있다', '#과학_물화생지', '#김미경TV에소개된책']",2312211
65,2023,8,설민석의 한국사 대모험 26,박병선 편 : 잃어버린 의궤를 찾아서!,https://www.yes24.com//Product/Goods/121992615,['설민석'],단꿈아이,2023년 08월,"11,700원",71,https://www.yes24.com/Product/Goods/121992615?ReviewYn=Y,10.0,['#이달의굿즈'],121992615
66,2023,8,불편한 편의점 2,,https://www.yes24.com//Product/Goods/111088149,['김호연'],나무옆의자,2022년 08월,"12,600원",199,https://www.yes24.com/Product/Goods/111088149?ReviewYn=Y,9.2,"['#크레마클럽에있어요', '#가을에어울리는책', '#이웃의풍경', '#현실을그렸어요', '#편의점에서']",111088149
67,2023,8,하나님의 열심,,https://www.yes24.com//Product/Goods/57747725,['박영선'],무근검(남포교회출판부),2017년 12월,"18,000원",13,https://www.yes24.com/Product/Goods/57747725?ReviewYn=Y,9.3,[],57747725
68,2023,8,물고기는 존재하지 않는다,"상실, 사랑 그리고 숨어 있는 삶의 질서에 관한 이야기",https://www.yes24.com//Product/Goods/105526047,['룰루 밀러'],곰출판,2021년 12월,"15,300원",334,https://www.yes24.com/Product/Goods/105526047?ReviewYn=Y,9.0,"['#대장금_출판사대표추천도서', '#2023경남독서한마당선정도서', '#2022내맘대로올해의책', '#올해의책', '#책나눔위원회추천도서']",105526047
69,2023,8,파친코 2,,https://www.yes24.com//Product/Goods/111680193,['이민진'],인플루엔셜,2022년 08월,"14,220원",108,https://www.yes24.com/Product/Goods/111680193?ReviewYn=Y,9.6,"['#빠져드는흡인력', '#월드클래스', '#추리책방', '#한국계작가', '#이민자의삶']",111680193
70,2023,8,구의 증명,,https://www.yes24.com//Product/Goods/118578901,['최진영'],은행나무,2023년 04월,"10,800원",10,https://www.yes24.com/Product/Goods/118578901?ReviewYn=Y,9.2,"['#삶을노래하다', '#역주행베스트셀러']",118578901
71,2023,8,마음의 지혜,내 삶의 기준이 되는 8가지 심리학,https://www.yes24.com//Product/Goods/118918574,['김경일'],포레스트북스,2023년 05월,"16,920원",64,https://www.yes24.com/Product/Goods/118918574?ReviewYn=Y,9.8,"['#이달의굿즈', '#멘탈챙겨', '#지혜롭게살기', '#심리학처방전', '#관계심리학']",118918574
72,2023,8,네 인생 우습지 않다,인생 일타강사 전한길의 50가지 행복론,https://www.yes24.com//Product/Goods/119243448,['전한길'],21세기북스,2023년 06월,"16,200원",42,https://www.yes24.com/Product/Goods/119243448?ReviewYn=Y,9.6,['#멘탈챙겨'],119243448
73,2023,8,오펜하이머 각본집,세상을 영원히 바꾸다,https://www.yes24.com//Product/Goods/121511651,['크리스토퍼 놀란'],허블,2023년 08월,"15,120원",4,https://www.yes24.com/Product/Goods/121511651?ReviewYn=Y,10.0,"['#얼리리더', '#이달의굿즈', '#각본집']",121511651
74,2023,8,채사장의 지대넓얕 7 : 보수 VS 진보,지적 대화를 위한 넓고 얕은 지식,https://www.yes24.com//Product/Goods/120241747,['채사장'],돌핀북,2023년 07월,"13,500원",36,https://www.yes24.com/Product/Goods/120241747?ReviewYn=Y,10.0,"['#이달의굿즈', '#학습만화', '#어린이지식교양']",120241747
75,2023,8,부자 아빠 가난한 아빠 20주년 특별 기념판,,https://www.yes24.com//Product/Goods/58774995,['로버트 기요사키'],민음인,2018년 02월,"15,300원",247,https://www.yes24.com/Product/Goods/58774995?ReviewYn=Y,9.3,"['#이달의굿즈', '#Y2K책장소환', '#돈며들다', '#돈모으고싶을때', '#금융문맹탈출']",58774995
76,2023,8,이기적 유전자 The Selfish Gene,,https://www.yes24.com//Product/Goods/65067259,['리처드 도킨스'],을유문화사,2018년 10월,"18,000원",132,https://www.yes24.com/Product/Goods/65067259?ReviewYn=Y,9.1,"['#인문위클리레터에소개된책', '#tvN비밀독서단추천도서', '#EBS위대한수업', '#스테디에는이유가있다', '#2021서울대지원자가많이읽은책']",65067259
77,2023,8,이상한 과자 가게 전천당 18,,https://www.yes24.com//Product/Goods/120214155,['히로시마 레이코'],길벗스쿨,2023년 07월,"11,700원",67,https://www.yes24.com/Product/Goods/120214155?ReviewYn=Y,10.0,"['#마법의물건', '#초등미스터리', '#환상동화']",120214155
78,2023,8,나는 너랑 노는 게 제일 좋아,아끼고 고맙고 사랑하는 당신에게,https://www.yes24.com//Product/Goods/120186272,['하태완'],북로망스,2023년 07월,"15,750원",24,https://www.yes24.com/Product/Goods/120186272?ReviewYn=Y,9.5,"['#얼리리더', '#선물하기좋은책', '#행복해지고싶은당신에게', '#사랑의힘']",120186272
79,2023,8,바다가 들리는 편의점,,https://www.yes24.com//Product/Goods/118040295,['마치다 소노코'],모모,2023년 03월,"14,400원",58,https://www.yes24.com/Product/Goods/118040295?ReviewYn=Y,9.8,"['#이웃의풍경', '#희망의메시지', '#감동', '#행복해지고싶은당신에게', '#마음이따뜻해지는이야기']",118040295
80,2023,8,타이탄의 도구들 (블랙 에디션),1만 시간의 법칙을 깬 거인들의 61가지 전략,https://www.yes24.com//Product/Goods/37533966,['팀 페리스'],토네이도,2022년 06월,"16,200원",285,https://www.yes24.com/Product/Goods/37533966?ReviewYn=Y,9.2,"['#책읽아웃', '#크레마클럽에있어요', '#인생지침서', '#오늘부터시작', '#성공하고싶다면']",37533966
81,2023,8,Go Go 카카오프렌즈 29 멕시코,세계 역사 문화 체험 학습만화,https://www.yes24.com//Product/Goods/121911684,['김미영'],아울북,2023년 08월,"13,320원",17,https://www.yes24.com/Product/Goods/121911684?ReviewYn=Y,10.0,"['#카카오', '#문화탐험', '#책으로떠나는문화여행', '#세계여행', '#세계문화']",121911684
82,2023,8,브랜드 설계자,구매 전환율을 높이는 19가지 브랜딩 과학,https://www.yes24.com//Product/Goods/120242691,['러셀 브런슨'],윌북(willbook),2023년 08월,"22,320원",7,https://www.yes24.com/Product/Goods/120242691?ReviewYn=Y,9.8,"['#마케팅전략', '#브랜딩잘하는법', '#창업할때읽으면좋은책']",120242691
83,2023,8,5번 레인,,https://www.yes24.com//Product/Goods/92578889,['은소홀'],문학동네,2020년 09월,"11,250원",77,https://www.yes24.com/Product/Goods/92578889?ReviewYn=Y,9.5,"['#독서지도안', '#2021아침독서추천도서', '#2022포천시올해의책', '#헤엄치고싶어', '#책읽아웃']",92578889
84,2023,8,유현준의 인문 건축 기행,,https://www.yes24.com//Product/Goods/119014992,['유현준'],을유문화사,2023년 05월,"17,550원",51,https://www.yes24.com/Product/Goods/119014992?ReviewYn=Y,9.7,"['#공간의의미', '#멋진건축물', '#건축에세이', '#건축공부', '#사람과건축']",119014992
85,2023,8,총 균 쇠,인간 사회의 운명을 바꾼 힘,https://www.yes24.com//Product/Goods/118755085,['재레드 다이아몬드'],김영사,2023년 05월,"26,820원",29,https://www.yes24.com/Product/Goods/118755085?ReviewYn=Y,9.8,"['#교양쌓기', '#인류세', '#문명의탄생', '#필독서라는데주변에완독한사람없음']",118755085
